TIMESTAMP_1,Ta_1_1_1,RH_1_1_1,PPFD_1_1_1,Rn_1_1_1,SWout_1_1_1,LWout_1_1_1,Ts_3_1_1,Ts_3_2_1,SWC_3_1_1,SWC_3_2_1,SHF_1_1_1,SHF_1_1_2,SHF_2_1_1,SHF_2_1_2,P_1_1_1,Rg_1_1_1,LWin_1_1_1
yyyy-mm-dd HHMM,C,%,umol+1m-2s-1,W+1m-2,W+1m-2,W+1m-2,C,C,m3 m-3,m3 m-3,W+1m-2,W+1m-2,W+1m-2,W+1m-2,mm,W+1m-2,W+1m-2
2023-12-31 1930,-3.75,84.10666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,254.6433333
2023-12-31 2000,-4.603333333,86.26333333,0.003333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,225.3333333
2023-12-31 2030,-5.609333333,88.78,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,234.7966667
2023-12-31 2100,-5.787,91.46333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,213.6966667
2023-12-31 2130,-6.679,91.26333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,212.4133333
2023-12-31 2200,-7.055333333,94.15,0.016666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,211.76
2023-12-31 2230,-7.632333333,94.82666667,0.006666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,210.5233333
2023-12-31 2300,-8.064666667,94.03333333,0.003333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,210.87
2023-12-31 2330,-8.262666667,93.58333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,210.99
2024-01-01 0000,-8.642666667,93.69,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,211.32
2024-01-01 0030,-9.24,92.72333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,211.8833333
2024-01-01 0100,-9.499333333,92.12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,212.3233333
2024-01-01 0130,-9.796,92.14666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,213.75
2024-01-01 0200,-10.00733333,92.08666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,214.6233333
2024-01-01 0230,-9.696,91.53666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,218.72
2024-01-01 0300,-10.238,91.22666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,222.9866667
2024-01-01 0330,-11.08533333,90.56666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,222.0566667
2024-01-01 0400,-11.005,90.48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,225.47
2024-01-01 0430,-10.39233333,90.99666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,229.3533333
2024-01-01 0500,-10.55133333,90.54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,232.5633333
2024-01-01 0530,-10.28133333,90.99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,234.4
2024-01-01 0600,-10.382,90.34666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,237.6366667
2024-01-01 0630,-10.20733333,91.49333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,239.79
2024-01-01 0700,-11.10333333,89.83333333,0.093333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,240.59
2024-01-01 0730,-10.87133333,90.27333333,7.676666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6.58,241.31
2024-01-01 0800,-10.45933333,89.66333333,90.10333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,92.80333333,245.1166667
2024-01-01 0830,-8.969666667,90.82333333,258.7033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,182.0433333,248.11
2024-01-01 0900,-7.480666667,91.18333333,411.4866667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,260.81,250.1466667
2024-01-01 0930,-6.454333333,91.59666667,546.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,330.37,241.71
2024-01-01 1000,-5.146666667,92.61333333,676.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,397.5666667,225.5066667
2024-01-01 1030,-3.857,92.15333333,838.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,481.2066667,216.15
2024-01-01 1100,-2.471333333,83.94,1040.843333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,585.2733333,218.7833333
2024-01-01 1130,-1.368666667,76.91933333,1073.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,602.2966667,221.12
2024-01-01 1200,-0.563,73.77633333,1001.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,564.9233333,223.5333333
2024-01-01 1230,0.231333333,68.92966667,925.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,526.0133333,225.9266667
2024-01-01 1300,0.717666667,67.34766667,889.2333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,486.2133333,227.4266667
2024-01-01 1330,1.266333333,65.80433333,827.8133333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,437.6866667,229.2466667
2024-01-01 1400,1.863666667,63.28633333,741.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,384.9066667,230.5433333
2024-01-01 1430,1.780666667,60.94633333,631.4033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,330.06,230.1966667
2024-01-01 1500,1.769666667,62.65366667,499.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,262.6133333,230.65
2024-01-01 1530,1.582,63.93066667,350.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,186.6666667,230.16
2024-01-01 1600,1.086333333,66.22933333,196.4266667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,109.1233333,228.89
2024-01-01 1630,0.137,70.887,65.36333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,35.87,226.8233333
2024-01-01 1700,-1.103666667,76.98333333,7.476666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.506666667,224.1066667
2024-01-01 1730,-1.958333333,81.42133333,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,222.58
2024-01-01 1800,-3.015,86.18666667,0.016666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,221.3833333
2024-01-01 1830,-4.003333333,88.63,0.003333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,221.17
2024-01-01 1900,-4.641666667,91.22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,222.3533333
2024-01-01 1930,-3.519333333,91.07666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,260.0933333
2024-01-01 2000,-2.458666667,90.07333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,281.8333333
2024-01-01 2030,-2.175666667,89.14666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,282.53
2024-01-01 2100,-2.203666667,89.04333333,0.006666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,280.3966667
2024-01-01 2130,-2.498666667,90.14,0.013333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,262.1733333
2024-01-01 2200,-3.379,91.83333333,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,231.1266667
2024-01-01 2230,-3.866666667,93.23333333,0.003333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,230.7133333
2024-01-01 2300,-4.232,94.50666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,233.93
2024-01-01 2330,-4.971666667,95.20333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,232.02
2024-01-02 0000,-5.543666667,95.22333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,242.0166667
2024-01-02 0030,-4.950666667,94.85666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,247.9166667
2024-01-02 0100,-4.386,93.41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,233.07
2024-01-02 0130,-4.317,93.01333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,232.9866667
2024-01-02 0200,-4.291,93.41333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,236.12
2024-01-02 0230,-4.207666667,94.15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,257.4433333
2024-01-02 0300,-3.873,94.13333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,269.3366667
2024-01-02 0330,-3.772333333,93.91,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,258.4866667
2024-01-02 0400,-3.697666667,93.11666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,256.06
2024-01-02 0430,-3.743,92.04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,249.1433333
2024-01-02 0500,-3.997,92.02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,256.1266667
2024-01-02 0530,-3.955666667,91.99666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,264.17
2024-01-02 0600,-4.133,91.94666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,259.3
2024-01-02 0630,-4.162666667,91.98,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,263.8566667
2024-01-02 0700,-4.487,91.85333333,0.053333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,243.3766667
2024-01-02 0730,-4.981,92.16,6.686666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.663333333,237.08
2024-01-02 0800,-4.504,92.08333333,88.47333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,79.93,254.2833333
2024-01-02 0830,-2.889333333,89.48,217.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,152.9333333,253.0933333
2024-01-02 0900,-2.427666667,88.40666667,248.8766667,90.06081,28.92327,302.7465,0.2109097,0.4459806,0.5215615,0.2278645,-6.871185,-7.540783,-8.855165,-8.594836,0,161.9406,259.79
2024-01-02 0930,-0.959333333,85.15,487.3033333,121.5181,48.51144,306.8524,-0.1962506,0.01745033,0.5213625,0.227819,-6.8349,-7.478342,-8.816209,-8.5893,0,237.2623,239.6196
2024-01-02 1000,0.325333333,82.54666667,636.8633333,114.0819,48.18779,313.0933,0.2479804,0.5199221,0.5213009,0.2278241,-6.80547,-7.440506,-8.790813,-8.575181,0,234.7154,240.6477
2024-01-02 1030,1.528666667,78.72433333,741.3266667,197.0522,57.16729,323.7002,0.4844243,0.7798033,0.5212119,0.2278064,-6.745694,-7.355969,-8.734529,-8.533172,0,336.6299,241.2898
2024-01-02 1100,2.213666667,75.961,822.7766667,223.5637,68.61226,329.9919,0.6222545,0.8986356,0.5210897,0.2277887,-6.674413,-7.255369,-8.663454,-8.474768,0,378.932,243.2358
2024-01-02 1130,2.858,74.532,880.6666667,247.1376,77.40791,338.3941,0.6878482,0.9433913,0.5209761,0.227766,-6.598414,-7.15419,-8.586226,-8.40213,0,418.1019,244.8377
2024-01-02 1200,3.347666667,74.20766667,895,263.4733,82.35376,345.9934,0.7228917,0.9810586,0.5208741,0.2277538,-6.52774,-7.06298,-8.511891,-8.325129,0,445.1809,246.6395
2024-01-02 1230,3.800333333,73.88966667,829.1133333,273.7878,85.15789,348.2611,0.7998019,1.041669,0.5207481,0.2277389,-6.466585,-6.983423,-8.445053,-8.250718,0,459.7723,247.4344
2024-01-02 1300,3.755,73.19233333,859.7766667,244.1388,77.87817,348.0522,0.8428049,1.058405,0.5206276,0.2277184,-6.412432,-6.915286,-8.384712,-8.181206,0,419.935,250.1341
2024-01-02 1330,2.302,79.86766667,482.55,277.0431,87.61355,351.4897,0.8150998,1.023754,0.520534,0.2276963,-6.362852,-6.85353,-8.329512,-8.116489,0,462.183,253.9633
2024-01-02 1400,1.274666667,84.83666667,399.0366667,205.9099,61.5206,342.0976,0.8892837,1.090153,0.5204259,0.227678,-6.318043,-6.797393,-8.27792,-8.054775,0,324.9302,284.5979
2024-01-02 1430,1.444333333,85.08666667,304.9866667,124.7786,33.31971,332.483,0.8362451,0.987801,0.5203107,0.2276647,-6.275874,-6.743593,-8.227951,-7.995541,0,182.7242,307.8571
2024-01-02 1500,1.494333333,86.08666667,196.6233333,102.2073,28.96362,332.0773,0.614417,0.7774755,0.5202203,0.2276393,-6.23414,-6.690473,-8.179965,-7.939324,0,157.5969,305.6514
2024-01-02 1530,1.620666667,86.38,144.2833333,67.67442,18.33469,329.4317,0.544913,0.7120923,0.5201299,0.2276299,-6.195709,-6.639067,-8.133914,-7.884677,0,102.0835,313.3572
2024-01-02 1600,1.61,86.08666667,173.15,35.20044,11.0985,327.1346,0.5035627,0.66751,0.5200318,0.2276061,-6.158758,-6.586754,-8.088099,-7.830428,0,61.71178,311.7217
2024-01-02 1630,1.099666667,87.08333333,67.93,1.256576,15.52132,323.4677,0.4985889,0.6617083,0.519953,0.2275923,-6.123897,-6.536517,-8.043779,-7.779037,0,73.40816,266.8375
2024-01-02 1700,-0.020333333,90.06666667,9.063333333,-46.4432,10.57425,313.314,0.5825998,0.735729,0.5198696,0.2275635,-6.090396,-6.487252,-7.999735,-7.727877,0,34.73149,242.7136
2024-01-02 1730,-1.347,93.69,0.12,-59.33719,1.352177,300.3986,0.664084,0.8106995,0.5197854,0.2275469,-6.059047,-6.439232,-7.955873,-7.67914,0,0.2922716,242.1213
2024-01-02 1800,-1.967,95.71,0.006666667,-58.08561,0.2522069,296.5075,0.6055126,0.7531867,0.5197166,0.2275425,-6.028775,-6.389758,-7.912284,-7.630577,0,-2.432511,241.1067
2024-01-02 1830,-1.412666667,96.4,0.02,-58.27863,-0.06658454,295.5727,0.5057203,0.6592162,0.5196216,0.2275264,-5.997391,-6.343051,-7.869666,-7.583717,0,-2.629725,239.8572
2024-01-02 1900,-1.680666667,95.84666667,0,-60.60264,0.9831793,295.9345,0.439683,0.5918843,0.5195367,0.2274938,-5.968814,-6.298298,-7.827346,-7.537833,0,-2.552164,238.8672
2024-01-02 1930,-2.487666667,96.91333333,0.013333333,-61.04911,0.5593957,296.028,0.4006352,0.5516866,0.5194681,0.2274982,-5.941503,-6.255146,-7.787111,-7.494292,0,-2.751775,238.29
2024-01-02 2000,-2.588,99.49333333,0,-60.57121,1.903558,294.9624,0.4122479,0.5663032,0.5193862,0.2274783,-5.916811,-6.213359,-7.746998,-7.452167,0,-2.210406,238.5051
2024-01-02 2030,-3.241666667,98.46,0,-52.94332,1.122579,297.3262,0.3984179,0.554144,0.5193222,0.227465,-5.891987,-6.174974,-7.708813,-7.411992,0,-2.624379,248.1299
2024-01-02 2100,-3.572333333,99.21333333,0,-45.89124,1.316802,294.4083,0.3940095,0.5515936,0.5192496,0.2274423,-5.870525,-6.138546,-7.672767,-7.372274,0,-2.773544,252.6074
2024-01-02 2130,-4.070666667,98.99,0,-33.86596,2.63035,297.1519,0.3755751,0.5373249,0.5191902,0.2274274,-5.851768,-6.107261,-7.640309,-7.335416,0,-1.967697,267.884
2024-01-02 2200,-3.645333333,99.99,0,-26.37266,0.7301921,294.9669,0.4132859,0.5797653,0.5191098,0.2274063,-5.855443,-6.080023,-7.617266,-7.301976,0,-2.930186,272.2547
2024-01-02 2230,-3.83,99.76,0,-18.77249,1.672616,292.3672,0.408616,0.5771853,0.5190334,0.2273914,-5.891506,-6.06961,-7.619476,-7.279145,0,-1.624208,276.8915
2024-01-02 2300,-4.010666667,99.88333333,0,-17.63728,3.653716,294.4963,0.356132,0.5321805,0.5189408,0.2273737,-5.956189,-6.097916,-7.649905,-7.276494,0,-2.143816,282.6565
2024-01-02 2330,-4.224333333,99.54333333,0,-15.15991,1.464558,295.7122,0.3402075,0.5285847,0.5188583,0.2273621,-6.046194,-6.176903,-7.702911,-7.307279,0,-2.914316,284.9312
2024-01-03 0000,-3.736,99.79,0,-15.74513,0.754939,296.5164,0.3106363,0.5002557,0.5187656,0.227345,-6.14985,-6.310258,-7.77401,-7.370147,0,-3.44855,284.9748
2024-01-03 0030,-5.242666667,98.14666667,0,-15.51831,0.4464025,287.43,0.3025807,0.5054309,0.5186661,0.2273223,-6.257538,-6.457576,-7.855372,-7.452804,0,-4.211587,276.5697
2024-01-03 0100,-5.966,97.42,0,-13.23777,2.424923,288.2043,0.2723465,0.478309,0.5185518,0.2273146,-6.362732,-6.597547,-7.934924,-7.542959,0,-2.004868,279.3964
2024-01-03 0130,-6.707333333,97.41666667,0.003333333,-12.2269,2.532368,289.5498,0.2420418,0.4558735,0.51845,0.2273007,-6.468925,-6.740746,-8.018356,-7.639291,0,-1.199977,281.0552
2024-01-03 0200,-6.548333333,97.16666667,0.02,-13.12142,0.9374868,290.0753,0.2144996,0.4425984,0.5183406,0.2272814,-6.573341,-6.886382,-8.105691,-7.745771,0,-3.521523,281.4129
2024-01-03 0230,-6.093666667,97.82333333,0.016666667,-11.93627,1.220536,286.0519,0.2202742,0.4520048,0.5182203,0.2272626,-6.673348,-7.024442,-8.19269,-7.861709,0,-2.696068,278.0323
2024-01-03 0300,-6.221333333,97.23,0.013333333,-10.90684,0.9455919,282.7942,0.2040585,0.4449016,0.5181023,0.2272526,-6.773243,-7.150916,-8.272598,-7.982222,0,-2.693277,275.5262
2024-01-03 0330,-6.668,96.48333333,0.01,-10.66395,2.605261,280.3307,0.1604127,0.4114129,0.5179681,0.2272355,-6.879118,-7.255834,-8.347177,-8.101941,0,-1.237572,273.5096
2024-01-03 0400,-7.083666667,96.27,0.006666667,-10.8628,1.972174,279.6258,0.1137566,0.3754068,0.5178347,0.2272222,-6.99292,-7.354129,-8.418229,-8.217756,0,-2.595349,273.3305
2024-01-03 0430,-7.868666667,94.80333333,0.02,-9.831918,1.848433,278.7256,0.08180557,0.3533871,0.517692,0.227209,-7.107959,-7.447631,-8.484853,-8.326333,0,-1.960451,272.7026
2024-01-03 0500,-7.511333333,95.61,0.003333333,-10.04593,2.200833,276.293,0.05926843,0.3443792,0.5175509,0.2271985,-7.217065,-7.535594,-8.546408,-8.428392,0,-1.981374,270.4292
2024-01-03 0530,-7.480666667,95.83666667,0.003333333,-9.848489,2.628245,276.343,0.02836253,0.3226779,0.5174006,0.2271764,-7.313862,-7.62438,-8.603102,-8.524918,0,-1.645155,270.7679
2024-01-03 0600,-7.444333333,95.84333333,0.006666667,-10.02927,2.776653,275.8904,-0.02087522,0.2926776,0.5172564,0.2271625,-7.404374,-7.716922,-8.659391,-8.618822,0,-1.70895,270.3467
2024-01-03 0630,-7.324,95.47333333,0.01,-9.378016,1.955364,278.0796,-0.04332876,0.2880979,0.5171024,0.2271515,-7.497022,-7.811707,-8.713815,-8.712483,0,-1.759057,272.416
2024-01-03 0700,-8.217,94.64666667,0.076666667,-9.525104,1.40475,277.3322,-0.07072011,0.2796465,0.5169468,0.2271354,-7.584105,-7.906696,-8.765102,-8.805855,0,-2.270643,271.4825
2024-01-03 0730,-8.297,94.75333333,7.09,-9.358033,1.836947,275.2065,-0.101046,0.2552962,0.5167766,0.2271205,-7.672073,-8.006952,-8.812217,-8.898356,0,-1.800059,269.4855
2024-01-03 0800,-7.644666667,94.67666667,53.49,-4.710752,3.520816,274.5465,-0.1382465,0.2338525,0.5166132,0.2270956,-7.771502,-8.106956,-8.855541,-8.987757,0,4.373916,268.9827
2024-01-03 0830,-6.432333333,95.87,188.1833333,40.08214,26.3904,277.2376,-0.1714225,0.2185961,0.5164522,0.227089,-7.87466,-8.220428,-8.895342,-9.07772,0,72.25313,271.4571
2024-01-03 0900,-4.024666667,96.79666667,321.99,105.6402,37.03646,286.1721,-0.2284776,0.1666598,0.5162851,0.2270813,-7.967824,-8.330854,-8.929322,-9.167827,0,149.4194,279.4294
2024-01-03 0930,-2.575666667,98.75,418.89,163.0232,41.40767,297.2056,-0.2220543,0.2135529,0.5161626,0.2270619,-7.994784,-8.376926,-8.938828,-9.238603,0,212.6589,288.9775
2024-01-03 1000,-1.009,99.88,590.2033333,201.0444,50.00973,307.4546,-0.09222322,0.3359223,0.5160363,0.2270614,-7.943426,-8.345284,-8.921112,-9.266023,0,262.0778,296.4309
2024-01-03 1030,-0.800333333,100,557.8066667,237.0769,54.71614,315.128,0.0740592,0.4643643,0.5159016,0.2270448,-7.826295,-8.248961,-8.871678,-9.243795,0,309.3972,297.5238
2024-01-03 1100,-0.492333333,99.98666667,715.8266667,333.054,60.08618,322.6104,0.2594526,0.622476,0.51578,0.2270326,-7.658879,-8.100724,-8.797353,-9.177443,0,422.318,293.4326
2024-01-03 1130,0.635666667,98.31,860.8833333,286.9428,64.17225,325.7133,0.4139061,0.6933733,0.5156523,0.2270215,-7.4706,-7.923895,-8.701431,-9.076992,0,390.6151,286.2132
2024-01-03 1200,1.424333333,91.77,611.41,262.6824,72.1412,330.1308,0.3895163,0.6416936,0.5155407,0.2270066,-7.283854,-7.739683,-8.592216,-8.952221,0,408.0109,256.9435
2024-01-03 1230,0.621333333,91.06666667,391.3133333,226.7652,65.51146,335.7193,0.4201225,0.6504757,0.515436,0.2269945,-7.114823,-7.5652,-8.480618,-8.815328,0,358.0824,269.9135
2024-01-03 1300,-0.486,95.69666667,281.5,171.7217,42.98598,334.5967,0.4611276,0.6470217,0.5153468,0.2269828,-6.966641,-7.409427,-8.373706,-8.679424,0,247.9081,301.3963
2024-01-03 1330,-1.097333333,98.03,215.35,94.71136,22.05359,326.6821,0.4437544,0.5879541,0.515246,0.2269585,-6.838151,-7.272441,-8.276455,-8.549978,0,132.5757,310.8713
2024-01-03 1400,-1.719,98.85333333,245.56,72.04298,16.90714,321.3295,0.3712501,0.5078297,0.5151506,0.2269536,-6.728233,-7.15422,-8.19036,-8.43098,0,101.2809,308.9987
2024-01-03 1430,-1.828,98.03,207.9133333,74.92646,18.28047,318.5008,0.2925316,0.4269485,0.515056,0.226932,-6.633834,-7.051554,-8.113713,-8.322865,0,106.0722,305.6355
2024-01-03 1500,-2.517,99.54666667,126.61,72.98463,18.35546,316.6349,0.2538684,0.3838973,0.5149836,0.2269237,-6.552848,-6.960893,-8.045284,-8.226515,0,104.4371,303.5378
2024-01-03 1530,-3.043,99.73333333,86.92666667,37.53497,9.408725,311.2837,0.2640716,0.3907561,0.5148882,0.2269099,-6.483464,-6.880365,-7.983475,-8.139419,0,56.08332,302.1441
2024-01-03 1600,-3.389333333,99.99,43.09666667,22.18925,6.19906,307.5313,0.2567283,0.3770896,0.5148051,0.2268806,-6.422092,-6.807418,-7.926599,-8.059505,0,36.69464,299.2249
2024-01-03 1630,-3.654666667,100,16.10666667,8.183691,3.109516,305.2363,0.2273792,0.3430774,0.514739,0.2268801,-6.367616,-6.739783,-7.873435,-7.984704,0,18.45773,298.0718
2024-01-03 1700,-3.629,100,2.596666667,-0.7518087,1.020781,303.2236,0.204285,0.3174967,0.5146598,0.2268613,-6.317147,-6.675561,-7.821581,-7.914771,0,6.41447,297.0781
2024-01-03 1730,-3.462666667,100,0.03,-4.728582,0.2279007,302.2307,0.1869507,0.2980369,0.5145975,0.2268447,-6.269896,-6.613976,-7.772522,-7.848089,0,0.7542168,296.9759
2024-01-03 1800,-3.018666667,100,0.003333333,-4.833101,0.09127175,302.4625,0.1692392,0.2788933,0.5145253,0.226832,-6.22499,-6.554096,-7.722935,-7.782787,0,-0.1271315,297.8478
2024-01-03 1830,-2.825333333,100,0.003333333,-4.786181,0.2576279,303.9048,0.1504935,0.2624578,0.5144669,0.2268132,-6.181755,-6.496264,-7.67511,-7.720379,0,-0.01064803,299.3869
2024-01-03 1900,-2.645333333,100,0.003333333,-4.891901,0.1331664,304.4526,0.1501625,0.2649078,0.5144085,0.2267988,-6.140301,-6.44066,-7.626898,-7.660119,0,-0.2121556,299.906
2024-01-03 1930,-2.433333333,100,0,-4.718782,0.1460185,304.8315,0.1554256,0.2728704,0.514347,0.2267911,-6.099619,-6.386304,-7.580195,-7.602195,0,-0.2371593,300.4959
2024-01-03 2000,-2.200333333,100,0.01,-4.449993,0.2263369,305.7477,0.1487629,0.2696366,0.5142924,0.2267762,-6.061035,-6.335108,-7.53435,-7.545816,0,-0.1401161,301.6642
2024-01-03 2030,-1.994,99.96,0.006666667,-4.88152,0.3131118,306.7639,0.1505856,0.2744749,0.5142317,0.2267613,-6.025233,-6.2886,-7.489565,-7.492959,0,-0.13479,302.3302
2024-01-03 2100,-1.797666667,98.78333333,0,-4.899442,0.305355,307.571,0.1553692,0.2817998,0.5142002,0.2267475,-5.989716,-6.245131,-7.446464,-7.441236,0,-0.1953661,303.1723
2024-01-03 2130,-1.694666667,98.32666667,0.003333333,-5.130557,0.404233,308.303,0.1632138,0.2924221,0.5141509,0.2267309,-5.95745,-6.206779,-7.405212,-7.39257,0,-0.2817519,303.8584
2024-01-03 2200,-1.772,98.55666667,0,-5.321368,0.4087801,308.6239,0.1754608,0.3064648,0.5140863,0.2267204,-5.925856,-6.172877,-7.365024,-7.34668,0,-0.4944473,304.2057
2024-01-03 2230,-1.969666667,98.81666667,0,-5.062687,0.3017386,308.7368,0.1842362,0.3167547,0.5140456,0.2267033,-5.895449,-6.142912,-7.327575,-7.303255,0,-0.5662329,304.542
2024-01-03 2300,-2.115,97.90333333,0,-5.206829,0.1514473,308.0535,0.1969348,0.3309041,0.5139995,0.2266872,-5.867085,-6.116601,-7.290529,-7.26283,0,-0.6278566,303.6259
2024-01-03 2330,-2.131,97.31666667,0,-5.470659,0.2176832,307.327,0.2034865,0.3392392,0.513958,0.2266745,-5.839595,-6.094257,-7.256624,-7.22515,0,-0.6351939,302.7093
2024-01-04 0000,-2.125666667,96.35,0,-5.627048,0.2371346,307.0124,0.202701,0.3409511,0.5139018,0.2266497,-5.814008,-6.071332,-7.22463,-7.188614,0,-0.5884971,302.211
2024-01-04 0030,-2.127,96.22333333,0,-5.649304,0.239379,306.9898,0.2006392,0.3406751,0.5138788,0.2266486,-5.789905,-6.053679,-7.19472,-7.155922,0,-0.4935606,302.0734
2024-01-04 0100,-2.200666667,95.61,0,-5.777033,0.2328511,307.124,0.1948568,0.3405343,0.5138235,0.2266276,-5.767487,-6.03788,-7.168228,-7.124554,0,-0.5194533,302.0993
2024-01-04 0130,-2.345333333,94.82666667,0,-6.126671,0.1201657,306.7098,0.198379,0.3452089,0.5137804,0.2266226,-5.746371,-6.023931,-7.141459,-7.094834,0,-0.6410893,301.3445
2024-01-04 0200,-2.516,94.14333333,0,-6.310719,0.08500663,305.9841,0.2032705,0.3495933,0.5137474,0.2266055,-5.725798,-6.013186,-7.11693,-7.068487,0,-0.6221319,300.3805
2024-01-04 0230,-2.650333333,93.39333333,0.003333333,-6.58625,0.05080055,305.1285,0.2054511,0.3543662,0.5137036,0.2265883,-5.70658,-6.000195,-7.094267,-7.041772,0,-0.5292982,299.1223
