Year	DoY	Hour	qcNEE	NEE	qcLE	LE	qcH	H	Rg	Tair	Tsoil	rH	VPD	qcTau	Ustar
-	-	-	-	umol+1s-1m-2	-	W+1m-2	-	W+1m-2	W+1m-2	C	C	%	Pa	-	m+1s-1
2024	1	0.5	-9999	-9999	-9999	-9999	-9999	-9999	0	-9.24	-9999	92.7233	-9999	-9999	-9999
2024	1	1	-9999	-9999	-9999	-9999	-9999	-9999	0	-9.49933	-9999	92.12	-9999	-9999	-9999
2024	1	1.5	-9999	-9999	-9999	-9999	-9999	-9999	0	-9.796	-9999	92.1467	-9999	-9999	-9999
2024	1	2	-9999	-9999	-9999	-9999	-9999	-9999	0	-10.0073	-9999	92.0867	-9999	-9999	-9999
2024	1	2.5	-9999	-9999	-9999	-9999	-9999	-9999	0	-9.696	-9999	91.5367	-9999	-9999	-9999
2024	1	3	-9999	-9999	-9999	-9999	-9999	-9999	0	-10.238	-9999	91.2267	-9999	-9999	-9999
2024	1	3.5	-9999	-9999	-9999	-9999	-9999	-9999	0	-11.0853	-9999	90.5667	-9999	-9999	-9999
2024	1	4	-9999	-9999	-9999	-9999	-9999	-9999	0	-11.005	-9999	90.48	-9999	-9999	-9999
2024	1	4.5	-9999	-9999	-9999	-9999	-9999	-9999	0	-10.3923	-9999	90.9967	-9999	-9999	-9999
2024	1	5	-9999	-9999	-9999	-9999	-9999	-9999	0	-10.5513	-9999	90.54	-9999	-9999	-9999
2024	1	5.5	-9999	-9999	-9999	-9999	-9999	-9999	0	-10.2813	-9999	90.99	-9999	-9999	-9999
2024	1	6	-9999	-9999	-9999	-9999	-9999	-9999	0	-10.382	-9999	90.3467	-9999	-9999	-9999
2024	1	6.5	-9999	-9999	-9999	-9999	-9999	-9999	0	-10.2073	-9999	91.4933	-9999	-9999	-9999
2024	1	7	-9999	-9999	-9999	-9999	-9999	-9999	0	-11.1033	-9999	89.8333	-9999	-9999	-9999
2024	1	7.5	-9999	-9999	-9999	-9999	-9999	-9999	6.58	-10.8713	-9999	90.2733	-9999	-9999	-9999
2024	1	8	-9999	-9999	-9999	-9999	-9999	-9999	92.8033	-10.4593	-9999	89.6633	-9999	-9999	-9999
2024	1	8.5	-9999	-9999	-9999	-9999	-9999	-9999	182.043	-8.96967	-9999	90.8233	-9999	-9999	-9999
2024	1	9	-9999	-9999	-9999	-9999	-9999	-9999	260.81	-7.48067	-9999	91.1833	-9999	-9999	-9999
2024	1	9.5	-9999	-9999	-9999	-9999	-9999	-9999	330.37	-6.45433	-9999	91.5967	-9999	-9999	-9999
2024	1	10	-9999	-9999	-9999	-9999	-9999	-9999	397.567	-5.14667	-9999	92.6133	-9999	-9999	-9999
2024	1	10.5	-9999	-9999	-9999	-9999	-9999	-9999	481.207	-3.857	-9999	92.1533	-9999	-9999	-9999
2024	1	11	-9999	-9999	-9999	-9999	-9999	-9999	585.273	-2.47133	-9999	83.94	-9999	-9999	-9999
2024	1	11.5	-9999	-9999	-9999	-9999	-9999	-9999	602.297	-1.36867	-9999	76.9193	-9999	-9999	-9999
2024	1	12	-9999	-9999	-9999	-9999	-9999	-9999	564.923	-0.563	-9999	73.7763	-9999	-9999	-9999
2024	1	12.5	-9999	-9999	-9999	-9999	-9999	-9999	526.013	0.231333	-9999	68.9297	-9999	-9999	-9999
2024	1	13	-9999	-9999	-9999	-9999	-9999	-9999	486.213	0.717667	-9999	67.3477	-9999	-9999	-9999
2024	1	13.5	-9999	-9999	-9999	-9999	-9999	-9999	437.687	1.26633	-9999	65.8043	-9999	-9999	-9999
2024	1	14	-9999	-9999	-9999	-9999	-9999	-9999	384.907	1.86367	-9999	63.2863	-9999	-9999	-9999
2024	1	14.5	-9999	-9999	-9999	-9999	-9999	-9999	330.06	1.78067	-9999	60.9463	-9999	-9999	-9999
2024	1	15	-9999	-9999	-9999	-9999	-9999	-9999	262.613	1.76967	-9999	62.6537	-9999	-9999	-9999
2024	1	15.5	-9999	-9999	-9999	-9999	-9999	-9999	186.667	1.582	-9999	63.9307	-9999	-9999	-9999
2024	1	16	-9999	-9999	-9999	-9999	-9999	-9999	109.123	1.08633	-9999	66.2293	-9999	-9999	-9999
2024	1	16.5	-9999	-9999	-9999	-9999	-9999	-9999	35.87	0.137	-9999	70.887	-9999	-9999	-9999
2024	1	17	-9999	-9999	-9999	-9999	-9999	-9999	0.506667	-1.10367	-9999	76.9833	-9999	-9999	-9999
2024	1	17.5	-9999	-9999	-9999	-9999	-9999	-9999	0	-1.95833	-9999	81.4213	-9999	-9999	-9999
2024	1	18	-9999	-9999	-9999	-9999	-9999	-9999	0	-3.015	-9999	86.1867	-9999	-9999	-9999
2024	1	18.5	-9999	-9999	-9999	-9999	-9999	-9999	0	-4.00333	-9999	88.63	-9999	-9999	-9999
2024	1	19	-9999	-9999	-9999	-9999	-9999	-9999	0	-4.64167	-9999	91.22	-9999	-9999	-9999
2024	1	19.5	-9999	-9999	-9999	-9999	-9999	-9999	0	-3.51933	-9999	91.0767	-9999	-9999	-9999
2024	1	20	-9999	-9999	-9999	-9999	-9999	-9999	0	-2.45867	-9999	90.0733	-9999	-9999	-9999
2024	1	20.5	-9999	-9999	-9999	-9999	-9999	-9999	0	-2.17567	-9999	89.1467	-9999	-9999	-9999
2024	1	21	-9999	-9999	-9999	-9999	-9999	-9999	0	-2.20367	-9999	89.0433	-9999	-9999	-9999
2024	1	21.5	-9999	-9999	-9999	-9999	-9999	-9999	0	-2.49867	-9999	90.14	-9999	-9999	-9999
2024	1	22	-9999	-9999	-9999	-9999	-9999	-9999	0	-3.379	-9999	91.8333	-9999	-9999	-9999
2024	1	22.5	-9999	-9999	-9999	-9999	-9999	-9999	0	-3.86667	-9999	93.2333	-9999	-9999	-9999
2024	1	23	-9999	-9999	-9999	-9999	-9999	-9999	0	-4.232	-9999	94.5067	-9999	-9999	-9999
2024	1	23.5	-9999	-9999	-9999	-9999	-9999	-9999	0	-4.97167	-9999	95.2033	-9999	-9999	-9999
2024	2	0	-9999	-9999	-9999	-9999	-9999	-9999	0	-5.54367	-9999	95.2233	-9999	-9999	-9999
2024	2	0.5	-9999	-9999	-9999	-9999	-9999	-9999	0	-4.95067	-9999	94.8567	-9999	-9999	-9999
2024	2	1	-9999	-9999	-9999	-9999	-9999	-9999	0	-4.386	-9999	93.41	-9999	-9999	-9999
2024	2	1.5	-9999	-9999	-9999	-9999	-9999	-9999	0	-4.317	-9999	93.0133	-9999	-9999	-9999
2024	2	2	-9999	-9999	-9999	-9999	-9999	-9999	0	-4.291	-9999	93.4133	-9999	-9999	-9999
2024	2	2.5	-9999	-9999	-9999	-9999	-9999	-9999	0	-4.20767	-9999	94.15	-9999	-9999	-9999
2024	2	3	-9999	-9999	-9999	-9999	-9999	-9999	0	-3.873	-9999	94.1333	-9999	-9999	-9999
2024	2	3.5	-9999	-9999	-9999	-9999	-9999	-9999	0	-3.77233	-9999	93.91	-9999	-9999	-9999
2024	2	4	-9999	-9999	-9999	-9999	-9999	-9999	0	-3.69767	-9999	93.1167	-9999	-9999	-9999
2024	2	4.5	-9999	-9999	-9999	-9999	-9999	-9999	0	-3.743	-9999	92.04	-9999	-9999	-9999
2024	2	5	-9999	-9999	-9999	-9999	-9999	-9999	0	-3.997	-9999	92.02	-9999	-9999	-9999
2024	2	5.5	-9999	-9999	-9999	-9999	-9999	-9999	0	-3.95567	-9999	91.9967	-9999	-9999	-9999
2024	2	6	-9999	-9999	-9999	-9999	-9999	-9999	0	-4.133	-9999	91.9467	-9999	-9999	-9999
2024	2	6.5	-9999	-9999	-9999	-9999	-9999	-9999	0	-4.16267	-9999	91.98	-9999	-9999	-9999
2024	2	7	-9999	-9999	-9999	-9999	-9999	-9999	0	-4.487	-9999	91.8533	-9999	-9999	-9999
2024	2	7.5	-9999	-9999	-9999	-9999	-9999	-9999	1.66333	-4.981	-9999	92.16	-9999	-9999	-9999
2024	2	8	-9999	-9999	-9999	-9999	-9999	-9999	79.93	-4.504	-9999	92.0833	-9999	-9999	-9999
2024	2	8.5	-9999	-9999	-9999	-9999	-9999	-9999	152.933	-2.88933	-9999	89.48	-9999	-9999	-9999
2024	2	9	-9999	-9999	-9999	-9999	-9999	-9999	161.941	-2.42767	0.328445	88.4067	-9999	-9999	-9999
2024	2	9.5	-9999	-9999	-9999	-9999	-9999	-9999	237.262	-0.959333	-0.0894001	85.15	-9999	-9999	-9999
2024	2	10	1	0.959588	0	43.6353	1	42.6874	234.715	0.325333	0.383951	82.5467	1.08904	0	0.209937
2024	2	10.5	0	0.9498754	0	53.10714	0	57.4672	336.63	1.52867	0.632114	78.7243	1.44786	0	0.243442
2024	2	11	0	0.6363376	0	57.082994	0	92.200879	378.932	2.21367	0.760445	75.961	1.71808	0	0.368137
2024	2	11.5	0	0.6724367	0	46.554185	0	122.430029	418.102	2.858	0.81562	74.532	1.9056	0	0.333666
2024	2	12	0	1.2085283	0	36.780615	0	139.708433	445.181	3.34767	0.851975	74.2077	1.99796	0	0.337306
2024	2	12.5	0	1.2242099	0	37.681475	0	166.26015	459.772	3.80033	0.920735	73.8897	2.08823	0	0.38164
2024	2	13	0	1.0755058	0	28.623791	0	144.7634984	419.935	3.755	0.950605	73.1923	2.13717	0	0.401376
2024	2	13.5	0	0.857898	0	33.843449	0	179.61475	462.183	2.302	0.919427	79.8677	1.44796	0	0.419749
2024	2	14	0	1.3084615	0	22.578968	0	148.73919	324.93	1.27467	0.989718	84.8367	1.01325	0	0.463959
2024	2	14.5	0	1.3202374	0	13.710876	0	83.018875	182.724	1.44433	0.912023	85.0867	1.00877	0	0.412349
2024	2	15	0	1.2070547	0	11.846253	0	69.3399004	157.597	1.49433	0.695946	86.0867	0.944507	0	0.402106
2024	2	15.5	0	1.4423288	0	7.008296	0	44.721249	102.084	1.62067	0.628503	86.38	0.93301	0	0.389073
2024	2	16	0	1.50690116	0	4.724622	0	22.8041746	61.7118	1.61	0.585536	86.0867	0.952375	0	0.357081
2024	2	16.5	2	-9999	2	-9999	2	-9999	73.4082	1.09967	0.580149	87.0833	0.852324	0	0.248843
2024	2	17	0	1.2793833	0	-6.506435	0	-19.03566	34.7315	-0.0203333	0.659164	90.0667	0.604461	0	0.172145
2024	2	17.5	0	0.3871302	0	-3.185685	0	-8.75176	0.292272	-1.347	0.737392	93.69	0.348504	1	0.0661816
2024	2	18	2	-9999	2	-9999	2	-9999	-2.43251	-1.967	0.67935	95.71	0.226362	2	-9999
2024	2	18.5	2	-9999	2	-9999	2	-9999	-2.62972	-1.41267	0.582468	96.4	0.197872	1	0.0209607
2024	2	19	2	-9999	1	-7.149408	1	-5.551614	-2.55216	-1.68067	0.515784	95.8467	0.223828	1	0.0576807
2024	2	19.5	2	-9999	1	-10.649801	1	-3.88644	-2.75178	-2.48767	0.476161	96.9133	0.156712	2	-9999
2024	2	20	-9999	-9999	-9999	-9999	2	-9999	-2.21041	-2.588	0.489276	99.4933	0.0255329	1	0.0342825
2024	2	20.5	-9999	-9999	-9999	-9999	2	-9999	-2.62438	-3.24167	0.476281	98.46	0.0739214	2	-9999
2024	2	21	2	-9999	-9999	-9999	2	-9999	-2.77354	-3.57233	0.472802	99.2133	0.036839	1	0.148553
2024	2	21.5	2	-9999	-9999	-9999	2	-9999	-1.9677	-4.07067	0.45645	98.99	0.0455625	1	0.0291555
2024	2	22	2	-9999	-9999	-9999	2	-9999	-2.93019	-3.64533	0.496526	99.99	0.00046574	1	0.048603
2024	2	22.5	2	-9999	-9999	-9999	2	-9999	-1.62421	-3.83	0.492901	99.76	0.0110241	2	-9999
2024	2	23	2	-9999	-9999	-9999	2	-9999	-2.14382	-4.01067	0.444156	99.8833	0.00528677	1	0.0283638
2024	2	23.5	-9999	-9999	-9999	-9999	2	-9999	-2.91432	-4.22433	0.434396	99.5433	0.0203642	2	-9999
2024	3	0	-9999	-9999	-9999	-9999	2	-9999	-3.44855	-3.736	0.405446	99.79	0.00971433	1	0.0663912
2024	3	0.5	-9999	-9999	-9999	-9999	1	-6.02499	-4.21159	-5.24267	0.404006	98.1467	0.0765243	1	0.0225334
2024	3	1	-9999	-9999	-9999	-9999	2	-9999	-2.00487	-5.966	0.375328	97.42	0.100821	2	-9999
2024	3	1.5	-9999	-9999	-9999	-9999	1	-2.2592	-1.19998	-6.70733	0.348958	97.4167	0.0953786	2	-9999
2024	3	2	-9999	-9999	-9999	-9999	2	-9999	-3.52152	-6.54833	0.328549	97.1667	0.105894	1	0.063142
2024	3	2.5	-9999	-9999	-9999	-9999	2	-9999	-2.69607	-6.09367	0.33614	97.8233	0.0842341	1	0.0440512
2024	3	3	-9999	-9999	-9999	-9999	2	-9999	-2.69328	-6.22133	0.32448	97.23	0.106154	1	0.0494563
2024	3	3.5	-9999	-9999	-9999	-9999	2	-9999	-1.23757	-6.668	0.285913	96.4833	0.130231	2	-9999
2024	3	4	-9999	-9999	-9999	-9999	2	-9999	-2.59535	-7.08367	0.244582	96.27	0.133783	2	-9999
2024	3	4.5	-9999	-9999	-9999	-9999	2	-9999	-1.96045	-7.86867	0.217596	94.8033	0.175409	2	-9999
2024	3	5	-9999	-9999	-9999	-9999	2	-9999	-1.98137	-7.51133	0.201824	95.61	0.15234	2	-9999
2024	3	5.5	-9999	-9999	-9999	-9999	2	-9999	-1.64516	-7.48067	0.17552	95.8367	0.144818	1	0.0217695
2024	3	6	-9999	-9999	-9999	-9999	2	-9999	-1.70895	-7.44433	0.135901	95.8433	0.144992	1	0.033891
2024	3	6.5	-9999	-9999	-9999	-9999	2	-9999	-1.75906	-7.324	0.122385	95.4733	0.159374	2	-9999
2024	3	7	-9999	-9999	-9999	-9999	2	-9999	-2.27064	-8.217	0.104463	94.6467	0.175871	1	0.0412599
2024	3	7.5	-9999	-9999	-9999	-9999	2	-9999	-1.80006	-8.297	0.0771251	94.7533	0.171296	2	-9999
2024	3	8	-9999	-9999	-9999	-9999	2	-9999	4.37392	-7.64467	0.047803	94.6767	0.182832	1	0.0501245
2024	3	8.5	-9999	-9999	-9999	-9999	2	-9999	72.2531	-6.43233	0.0235868	95.87	0.155735	1	0.0556867
2024	3	9	-9999	-9999	-9999	-9999	1	7.16388	149.419	-4.02467	-0.0309089	96.7967	0.145007	1	0.0657193
2024	3	9.5	-9999	-9999	-9999	-9999	2	-9999	212.659	-2.57567	-0.0042507	98.75	0.0630502	1	0.128221
2024	3	10	-9999	-9999	-9999	-9999	1	46.21425	262.078	-1.009	0.12185	99.88	0.00679404	1	0.0905764
2024	3	10.5	-9999	-9999	-9999	-9999	1	80.893458	309.397	-0.800333	0.269212	100	0	1	0.155288
2024	3	11	2	-9999	-9999	-9999	1	79.851652	422.318	-0.492333	0.440964	99.9867	0.00078395	0	0.164267
2024	3	11.5	2	-9999	0	41.486757	0	98.42616	390.615	0.635667	0.55364	98.31	0.107846	0	0.181529
2024	3	12	0	-0.892704	1	45.674937	0	110.54577	408.011	1.42433	0.515605	91.77	0.555894	0	0.17401
2024	3	12.5	0	-0.016349	0	30.524425	0	133.88735	358.082	0.621333	0.535299	91.0667	0.569485	0	0.231418
2024	3	13	0	1.494771	0	21.102089	0	112.01197	247.908	-0.486	0.554075	95.6967	0.253137	0	0.33158
2024	3	13.5	0	1.393745	0	7.693021	0	77.701554	132.576	-1.09733	0.515854	98.03	0.110816	0	0.300788
2024	3	14	1	0.8185458	2	-9999	1	51.350268	101.281	-1.719	0.43954	98.8533	0.0616209	0	0.29055
2024	3	14.5	0	1.4385371	0	5.611225	0	53.675346	106.072	-1.828	0.35974	98.03	0.105019	0	0.280961
2024	3	15	1	2.16702769	0	5.707742	0	47.629833	104.437	-2.517	0.318883	99.5467	0.0229659	0	0.276214
2024	3	15.5	1	0.7681087	2	-9999	1	32.786431	56.0833	-3.043	0.327414	99.7333	0.0129913	0	0.327446
2024	3	16	2	-9999	0	3.253058	0	33.450349	36.6946	-3.38933	0.316909	99.99	0.000474745	0	0.327942
2024	3	16.5	0	1.1375026	1	1.923891	0	23.571536	18.4577	-3.65467	0.285228	100	0	0	0.31715
2024	3	17	2	-9999	2	-9999	1	15.2964381	6.41447	-3.629	0.260891	100	0	0	0.289701
2024	3	17.5	0	0.3595433	0	-0.193124	0	14.232581	0.754217	-3.46267	0.242494	100	0	0	0.307283
2024	3	18	0	0.430556654	1	2.742413	0	10.068486	-0.127132	-3.01867	0.224066	100	0	0	0.291488
2024	3	18.5	2	-9999	2	-9999	1	5.468944	-0.010648	-2.82533	0.206476	100	0	0	0.271324
2024	3	19	2	-9999	2	-9999	0	5.51093	-0.212156	-2.64533	0.207535	100	0	0	0.303667
2024	3	19.5	1	-0.419628	2	-9999	1	4.206448	-0.237159	-2.43333	0.214148	100	0	0	0.244928
2024	3	20	2	-9999	1	13.223202	0	1.564361	-0.140116	-2.20033	0.2092	100	0	0	0.169106
2024	3	20.5	2	-9999	2	-9999	2	-9999	-0.13479	-1.994	0.21253	99.96	0.00210639	0	0.148313
2024	3	21	1	-0.057555	2	-9999	2	-9999	-0.195366	-1.79767	0.218585	98.7833	0.0650046	0	0.124933
2024	3	21.5	2	-9999	2	-9999	2	-9999	-0.281752	-1.69467	0.227818	98.3267	0.0900849	0	0.178274
2024	3	22	0	0.110001	1	0.3213707	0	-1.552961	-0.494447	-1.772	0.240963	98.5567	0.0772611	0	0.169322
2024	3	22.5	2	-9999	2	-9999	2	-9999	-0.566233	-1.96967	0.250495	98.8167	0.0624262	0	0.203406
2024	3	23	2	-9999	2	-9999	2	-9999	-0.627857	-2.115	0.263919	97.9033	0.109427	0	0.20928
2024	3	23.5	1	0.656861	1	-4.5494593	0	-1.2999508	-0.635194	-2.131	0.271363	97.3167	0.13988	0	0.185824
2024	4	0	0	0.084344	0	1.331874	0	-0.9452414	-0.588497	-2.12567	0.271826	96.35	0.190347	0	0.156636
2024	4	0.5	0	0.23116175	1	2.1004911	0	-0.03679439	-0.493561	-2.127	0.270657	96.2233	0.196934	0	0.101063
2024	4	1	1	0.25389546	1	1.604305	1	-0.466173	-0.519453	-2.20067	0.267696	95.61	0.227672	1	0.1535
2024	4	1.5	1	0.1207463	1	1.753249	2	-9999	-0.641089	-2.34533	0.271794	94.8267	0.265438	0	0.144822
2024	4	2	1	0.04962341	1	1.74542	2	-9999	-0.622132	-2.516	0.276432	94.1433	0.296722	0	0.149036
2024	4	2.5	1	0.04661465	2	-9999	2	-9999	-0.529298	-2.65033	0.279909	93.3933	0.331399	0	0.19445
2024	4	3	1	0.0559273	1	4.5190825	1	2.4434341	-0.402586	-2.64233	0.277428	92.6733	0.367733	1	0.197865
2024	4	3.5	2	-9999	2	-9999	2	-9999	-0.625618	-2.70033	0.275073	93.57	0.321341	1	0.167441
2024	4	4	1	-0.445684	1	12.351059	0	-0.425891	-0.931256	-2.82433	0.275667	95.5867	0.218534	0	0.155673
2024	4	4.5	2	-9999	2	-9999	2	-9999	-0.540285	-2.80333	0.271484	97.7867	0.109768	1	0.115867
2024	4	5	0	-0.5693099	1	13.019615	0	-0.182762	-0.49947	-2.89133	0.268197	97.9267	0.102154	1	0.195416
2024	4	5.5	1	-0.305224	1	2.3853949	0	0.303884	-0.479951	-2.99567	0.271596	98.2133	0.0873491	0	0.225521
2024	4	6	1	-0.3874477	1	8.406534	1	-1.248911	-0.553522	-3.13233	0.271054	96.8933	0.150344	0	0.215276
2024	4	6.5	1	0.23296703	0	4.600527	0	0.174827	-0.557476	-3.25033	0.269793	96.2933	0.177808	0	0.243953
2024	4	7	1	0.9027248	0	4.438598	1	-0.797575	-0.618546	-3.37667	0.267878	94.37	0.267534	0	0.239286
2024	4	7.5	1	1.3973485	0	3.9982256	0	-0.6523146	-0.646219	-3.39767	0.264308	94.1533	0.277395	0	0.24197
2024	4	8	1	0.225028	1	5.0333172	2	-9999	0.85306	-3.35567	0.261444	93.3133	0.318246	0	0.234254
2024	4	8.5	0	0.3490855	0	5.7229928	0	1.576226	8.57134	-3.136	0.254679	92.63	0.356566	0	0.207406
2024	4	9	0	1.0172177	0	9.2729768	0	9.009212	32.7433	-2.872	0.231255	91.5267	0.418087	0	0.215196
2024	4	9.5	0	1.0481322	0	10.843985	0	15.702561	47.0839	-2.514	0.218646	90.84	0.464151	0	0.201704
2024	4	10	0	1.0326769	0	14.2944531	0	25.598937	63.9091	-2.26467	0.198813	89.91	0.520809	0	0.256925
2024	4	10.5	0	1.10742917	0	14.7601686	0	32.911779	85.9895	-2.069	0.202606	88.8533	0.583738	0	0.276706
2024	4	11	0	1.0076476	0	14.3334959	0	38.034816	101.865	-1.81233	0.204517	87.5233	0.665888	0	0.279604
2024	4	11.5	0	1.01958993	0	14.174052	0	44.240408	101.916	-1.63167	0.210382	87.4667	0.677878	0	0.293653
2024	4	12	0	0.8603322	0	11.2264678	0	43.298331	103.291	-1.39067	0.241395	86.3167	0.753314	0	0.286978
2024	4	12.5	0	1.1514826	0	10.247562	0	41.002781	87.3706	-1.318	0.250715	86.8033	0.730411	0	0.294782
2024	4	13	0	1.03567011	0	10.087601	0	45.742475	98.0811	-1.09867	0.256527	87.42	0.707576	0	0.270794
2024	4	13.5	0	0.95761143	0	7.695438	0	39.173661	98.8091	-0.8	0.243673	86.5367	0.774004	0	0.224354
2024	4	14	0	0.9204281	0	7.293655	0	42.997065	100.213	-0.628333	0.241817	88.1733	0.688496	0	0.253948
2024	4	14.5	0	1.07121	0	5.149674	0	43.33947	86.5039	-0.515	0.276193	88.9433	0.649017	0	0.279685
2024	4	15	0	1.1348997	0	4.0503006	0	27.690687	67.0016	-0.350333	0.293788	88.37	0.690916	0	0.242598
2024	4	15.5	0	1.1241225	0	3.955552	0	21.64793	49.7161	-0.428333	0.306625	89.6767	0.609813	0	0.256784
2024	4	16	0	1.29192276	1	2.169817	0	9.4131689	23.5306	-0.480667	0.336513	91.14	0.521378	0	0.258063
2024	4	16.5	0	1.40200778	1	1.0238974	0	6.148321	13.084	-0.567333	0.340224	91.8867	0.47443	0	0.270127
2024	4	17	1	0.55884871	0	0.841794	0	2.0424675	5.05067	-0.599	0.341601	93.04	0.406049	0	0.275447
2024	4	17.5	0	0.73849355	1	0.304711112	1	0.0889319	0.348002	-0.644667	0.341221	93.34	0.387253	0	0.271048
2024	4	18	0	0.639108171	0	0.6142625	0	-0.8325106	-0.268487	-0.612333	0.338767	93.73	0.365438	0	0.249553
2024	4	18.5	1	0.6559812959	2	-9999	1	-1.1160043	-0.285345	-0.584333	0.336703	94.42	0.325888	0	0.232649
2024	4	19	0	0.63242699	1	0.6770574	0	-1.1659455	-0.220904	-0.527333	0.337264	94.5667	0.318645	0	0.229192
2024	4	19.5	0	0.6790222442	0	0.3927884	0	-1.6568498	-0.235744	-0.492	0.338905	94.9233	0.298496	0	0.22253
2024	4	20	0	0.71090276	1	0.3625085	0	-1.9743923	-0.220501	-0.502333	0.3416	95.66	0.25499	0	0.296028
2024	4	20.5	1	0.6602498	2	-9999	1	-1.784603	-0.271714	-0.587	0.346677	95.7367	0.248942	0	0.247864
2024	4	21	0	0.5266117	0	1.1120182	0	-1.9719562	-0.248485	-0.645667	0.353603	95.54	0.259313	0	0.299724
2024	4	21.5	0	0.705088	0	1.0717837	0	-1.5956454	-0.293007	-0.711	0.357897	95.79	0.243612	0	0.302897
2024	4	22	0	0.5889293	0	0.9282137	0	-1.4345236	-0.240987	-0.741	0.359062	95.6833	0.249237	0	0.260531
2024	4	22.5	0	0.7741811	0	1.2470646	0	-1.3560624	-0.284621	-0.784667	0.360293	95.89	0.236548	0	0.269487
2024	4	23	0	0.6593479	0	1.6069853	0	-1.5329887	-0.246474	-0.84	0.362276	96.1233	0.222217	0	0.315547
2024	4	23.5	1	0.55979706	0	0.9326774	1	-0.499963	-0.256717	-0.924	0.364275	96.8767	0.177938	0	0.277792
2024	5	0	1	0.599979239	2	-9999	2	-9999	-0.259703	-1.014	0.365898	97.2433	0.156017	0	0.266502
2024	5	0.5	1	0.67101406	1	1.1313996	2	-9999	-0.306644	-1.08367	0.36951	97.3333	0.150155	0	0.280569
2024	5	1	0	0.7005252	0	0.902435	0	-0.8274593	-0.215426	-1.05733	0.36818	97.5167	0.140102	0	0.240712
2024	5	1.5	0	0.6553545	0	0.98538961	0	-1.5263306	-0.203247	-1	0.365305	97.1267	0.162787	0	0.228881
2024	5	2	0	0.7011557	0	1.1409254	0	-1.2632691	-0.211474	-0.967667	0.36312	97.51	0.141404	0	0.235308
2024	5	2.5	0	0.6974787	0	0.7807492	0	-1.2621873	-0.22599	-0.99	0.365289	97.5367	0.139661	0	0.193551
2024	5	3	0	0.65784277	1	0.3804042	0	-1.4079004	-0.261317	-1.033	0.372116	97.94	0.116426	0	0.135449
2024	5	3.5	1	0.6227074	1	0.4828819	0	-1.7153692	-0.288658	-1.02367	0.382126	97.72	0.128948	0	0.119605
2024	5	4	0	0.65394512	1	0.3291395	0	-1.7988966	-0.290593	-0.983333	0.384897	97.0267	0.168658	0	0.131765
2024	5	4.5	0	0.80533599	1	0.8083686	0	-1.8899856	-0.318178	-1.03333	0.389181	97.01	0.168983	0	0.140672
2024	5	5	0	0.448646031	1	0.07350382	0	-1.976508	-0.484484	-1.10967	0.402156	97.5333	0.138629	0	0.13234
2024	5	5.5	2	-9999	1	-0.618008	1	-1.525078	-0.60813	-1.31733	0.407978	97.9233	0.114945	1	0.119467
2024	5	6	2	-9999	2	-9999	2	-9999	-1.29805	-1.674	0.423261	98.8067	0.0643417	1	0.144965
2024	5	6.5	1	0.7323786	1	-0.991185	1	-3.040046	-1.09402	-1.95467	0.427817	99.6267	0.0197169	1	0.102849
2024	5	7	0	0.6936848	0	-1.049099	0	-4.861686	-1.37057	-2.45267	0.413883	99.9967	0.000169675	0	0.0572168
2024	5	7.5	2	-9999	2	-9999	1	-2.509982	-2.08561	-3.09733	0.454386	100	0	1	0.061434
2024	5	8	2	-9999	2	-9999	2	-9999	1.44018	-3.55267	0.454188	99.95	0.00234491	2	-9999
2024	5	8.5	2	-9999	2	-9999	2	-9999	23.2814	-3.763	0.392309	99.9933	0.000307768	1	0.124939
2024	5	9	0	1.9272773	0	-2.330457	0	-4.36288	39.0946	-2.68933	0.316635	100	0	0	0.113518
2024	5	9.5	0	0.8247721	1	4.451236	0	7.96781	60.3954	-1.87133	0.267399	100	0	0	0.142214
2024	5	10	0	0.15712332	0	4.663899	0	12.662381	75.6028	-1.59867	0.284509	100	0	0	0.203393
2024	5	10.5	1	-0.4803367	2	-9999	1	21.553659	103.517	-1.255	0.287247	100	0	0	0.194069
2024	5	11	0	0.6080567	0	16.1530738	0	30.2409	116.964	-0.763	0.307384	96.5867	0.196763	0	0.166004
2024	5	11.5	0	0.621513	0	15.021008	0	38.823659	133.941	-0.412667	0.306269	89.64	0.612678	0	0.178847
2024	5	12	0	0.8102796	0	14.520817	0	50.004468	135.29	-0.182333	0.307987	87.1433	0.77319	0	0.199864
2024	5	12.5	0	0.7305708	0	12.4585991	0	49.4732	142.864	-0.0333333	0.341177	86.47	0.822548	0	0.19971
2024	5	13	0	0.731189365	0	7.8577169	0	33.721387	119.033	-0.122333	0.356993	87.52	0.753821	0	0.155483
2024	5	13.5	0	0.8388551	0	3.2705777	0	17.133589	84.4671	0.0146667	0.428323	86.8267	0.803662	0	0.138815
2024	5	14	0	0.8711169	0	6.0585781	0	26.052039	98.6536	0.184667	0.443818	85.18	0.915346	0	0.204282
2024	5	14.5	0	1.0361471	0	5.999706	0	27.099312	83.4883	0.0763333	0.431973	84.9267	0.923702	0	0.234409
2024	5	15	0	0.90964092	0	2.4716201	0	9.752022	39.7312	-0.000333	0.455675	84.9733	0.91573	0	0.162847
2024	5	15.5	1	1.0721182	1	2.9394133	1	8.302422135	37.2825	2.32e-19	0.451328	84.8933	0.920627	1	0.189162
