"Intervals","days","Tair_mean","Tsoil_mean","RH_mean","VPD_mean","GR_mean","Rn_mean","PAR_mean","H_f_mean","H_fqc_mean","LE_f_mean","LE_fqc_mean","ET_f_mean","ET_fqc_mean","NEE_uStar_f_mean","NEE_uStar_fqc_mean","GPP_uStar_f_mean","GPP_DT_uStar_mean","Reco_uStar_mean","Reco_DT_uStar_mean","H_fsd_mean","LE_fsd_mean","NEE_uStar_fsd_mean","Rg_fsd_mean","Tair_fsd_mean","Tsoil_fsd_mean","VPD_fsd_mean","ET_fsd_mean","Reco_DT_uStar_SD_mean","GPP_DT_uStar_SD_mean","P_sum","GR_sum","Rn_sum","PAR_sum","H_f_sum","LE_f_sum","ET_f_sum","NEP_uStar_f_sum","GPP_uStar_f_sum","GPP_DT_uStar_sum","Reco_uStar_sum","Reco_DT_uStar_sum","H_fsd_sum","LE_fsd_sum","NEP_uStar_fsd_sum","Rg_fsd_sum","Tair_fsd_sum","Tsoil_fsd_sum","VPD_fsd_sum","ET_fsd_sum","Reco_DT_uStar_SD_sum","GPP_DT_uStar_SD_sum","bowen_ratio_f","evaporative_fraction","closure_fraction","CUP","GSL","H_orig","LE_orig","NEE_uStar_orig"
"-","-","C","C","%","Pa","W+1m-2","W+1m-2","umol+1m-2s-1","W+1m-2","-","W+1m-2","-","mm hour-1","-","umol+1s-1m-2","-","umol+1s-1m-2","umol+1s-1m-2","umol+1s-1m-2","umol+1s-1m-2","W+1m-2","W+1m-2","umol+1s-1m-2","-","C","C","hPa","mm hour-1","umol+1s-1m-2","umol+1s-1m-2","mm day-1","MJ m-2 day-1","MJ m-2 day-1","MJ m-2 day-1","MJ m-2 day-1","MJ m-2 day-1","mm day-1","g(C) m-2 day-1","g(C) m-2 day-1","g(C) m-2 day-1","g(C) m-2 day-1","g(C) m-2 day-1","MJ m-2 day-1","MJ m-2 day-1","g(C) m-2 day-1","MJ m-2 day-1","C day-1","C day-1","hPa day-1","mm day-1","g(C) m-2 day-1","g(C) m-2 day-1","-","-","-","days day-1","days day-1","%","%","%"
"2024-02-07",1,9.96609,3.55578,63.239,4.65925,35.0837,0.206831,81.4573,-28.8123,0.0416667,13.7592,0.166667,1110.72,0.166667,1.40097,0.145833,-0.362247,0.314969,1.03872,2.27859,7.22104,4.57235,0.109534,3.46824,4.78551,1.09839,1.14494,368.675,1.80253,0.945823,0,3.03124,0.0178702,1.54002,-2.48938,1.18879,26657.3,-1.45252,-0.375578,0.32656,1.07695,2.36244,0.623898,0.395051,0.113565,0.299656,229.704,52.7226,54.9572,8848.19,1.86886,0.98063,-2.09404,-0.91404,-72.78,0,1,95.8,83.3,85.4
"2024-02-08",1,8.49388,4.82845,68.2222,-9999,97.5039,22.991,197.521,8.22473,0.479167,19.9928,0.270833,1611.83,0.270833,1.29708,0.375,-0.10668,0.345436,1.1904,2.49532,14.0762,10.4895,0.180221,10.4104,5.02869,1.42965,1.32999,845.397,2.3932,1.16509,0,8.42434,1.98642,3.73431,0.710617,1.72738,38684,-1.34481,-0.110606,0.358148,1.23421,2.58715,1.21619,0.906296,0.186853,0.899458,241.377,68.623,63.8397,20289.5,2.48127,1.20797,0.411385,0.708524,1.22733,0,1,52.1,72.9,62.5
"2024-02-09",1,2.06423,3.40598,74.9649,1.95175,152.85,58.811,311.15,45.3831,0.104167,11.7982,0.125,947.139,0.125,1.02015,0.395833,-0.0266336,0.342508,0.993518,2.10972,9.85411,6.40028,0.184169,10.224,5.2284,1.03409,1.32423,513.664,2.19568,1.18216,0,13.2062,5.08127,5.88257,3.9211,1.01937,22731.3,-1.05769,-0.0276138,0.355112,1.03008,2.18736,0.851395,0.552984,0.190946,0.88335,250.963,49.6365,63.5631,12327.9,2.27648,1.22567,3.8466,0.20633,0.97229,0,0,89.6,87.5,60.4
"2024-02-10",1,1.03779,3.30934,70.6495,1.96017,80.0589,41.5757,168.171,33.2944,0,9.53914,0,763.379,0,1.01239,0.0208333,-0.03355,0.31227,0.978837,2.02027,10.0962,5.14342,0.123094,7.48832,6.35083,0.972671,1.30941,411.746,1.7711,0.929899,0,6.91709,3.59214,3.17943,2.87664,0.824182,18321.1,-1.04964,-0.0347846,0.323762,1.01486,2.09462,0.872315,0.444392,0.127623,0.646991,304.84,46.6882,62.8519,9881.9,1.83627,0.96412,3.49029,0.222703,1.03025,0,0,100,100,97.9
"2024-02-11",1,-0.309639,2.60917,74.4597,1.71964,88.6259,22.6344,201.293,28.4145,0.145833,7.53082,0.145833,603.412,0.145833,0.890596,0.583333,0.00547027,0.315537,0.896066,1.82308,11.4611,4.89971,0.217407,7.35539,6.52467,1.01372,1.31304,392.361,2.61772,2.03025,0,7.65728,1.95561,3.80563,2.45501,0.650663,14481.9,-0.92337,0.00567157,0.327148,0.929041,1.89017,0.990235,0.423335,0.225408,0.635505,313.184,48.6585,63.026,9416.67,2.71405,2.10496,3.77309,0.209508,1.58809,0,0,85.4,85.4,41.7
"2024-02-12",1,2.34042,2.08451,68.2297,-9999,162.738,67.3445,320.727,45.7438,0.270833,11.3305,0.270833,911.008,0.270833,1.08981,0.583333,-0.252723,0.322003,0.837086,1.66971,11.8546,7.78738,0.30463,10.0352,6.40009,1.08739,1.30049,626.611,2.56597,2.10163,0,14.0606,5.81857,6.06363,3.95226,0.978953,21864.2,-1.12991,-0.262023,0.333853,0.867891,1.73115,1.02424,0.67283,0.31584,0.867038,307.204,52.1948,62.4235,15038.7,2.66039,2.17897,4.03723,0.198522,0.847496,0,0,72.9,72.9,41.7
"2024-02-13",1,4.77227,3.30495,65.0906,3.59206,157.538,71.9475,319.911,49.6153,0.270833,9.0805,0.25,731.73,0.25,0.806585,0.604167,0.17925,0.315262,0.985835,1.82536,8.1921,5.64113,0.313099,10.7148,6.6773,1.17548,1.56994,454.733,3.16143,2.18996,0,13.6113,6.21626,6.04821,4.28676,0.784555,17561.5,-0.836267,0.185846,0.326864,1.02211,1.89254,0.707798,0.487394,0.324621,0.925762,320.511,56.4231,75.3569,10913.6,3.27777,2.27055,5.46394,0.154704,0.815815,0,0,72.9,75,39.6
"2024-02-14",1,5.10855,2.95778,68.7728,4.21152,149.664,69.8267,289.478,44.7442,0.354167,14.1026,0.375,1138.66,0.375,1.04105,0.5625,-0.0997556,0.269318,0.941292,1.69732,11.21,5.21241,0.302574,9.82726,6.94437,1.13777,1.92035,420.299,2.69257,1.86114,0,12.931,6.03302,5.47285,3.8659,1.21847,27327.9,-1.07936,-0.103427,0.279229,0.975932,1.75978,0.968546,0.450352,0.313709,0.849075,333.33,54.613,92.1768,10087.2,2.79166,1.92963,3.17276,0.23965,0.842755,0,1,64.6,62.5,43.8
"2024-02-15",1,-0.557611,2.94842,60.8785,2.54579,160.621,66.012,323.21,44.8873,0.0208333,9.75155,0.0416667,779.86,0.0416667,0.787116,0.0625,0.146776,0.284308,0.933892,1.62727,10.9809,7.25319,0.125363,10.2147,6.72422,1.00585,1.99909,579.712,1.84209,0.959918,0,13.8777,5.70344,6.11057,3.87826,0.842534,18716.6,-0.816082,0.152177,0.294771,0.968259,1.68716,0.948751,0.626676,0.129976,0.88255,322.762,48.2806,95.9563,13913.1,1.90988,0.995243,4.60309,0.178473,0.82771,0,0,97.9,95.8,93.8
"2024-02-16",1,-5.65981,1.90462,77.0079,0.926406,102.925,33.9427,223.723,25.091,0.0416667,24.9632,0.25,1988.28,0.25,1.29159,0.229167,-0.5011,0.266543,0.790495,1.40778,9.81693,10.8295,0.13487,8.72859,6.89126,0.647754,1.98796,863.542,1.7839,1.20663,1.27,8.89269,2.93265,4.22969,2.16786,2.15682,47718.7,-1.33913,-0.519541,0.276352,0.819585,1.45959,0.848183,0.935665,0.139833,0.75415,330.781,31.0922,95.4223,20725,1.84955,1.25103,1.00512,0.498723,1.47467,0,0,95.8,75,77.1
"2024-02-17",1,-5.24996,0.557959,55.6336,-9999,180.386,57.3108,352.069,52.859,0.125,16.3943,0.125,1307.1,0.125,1.00754,0.145833,-0.399472,0.266842,0.60807,1.17295,9.78659,4.67533,0.124598,10.797,7.00002,0.984395,2.15084,372.52,1.52426,1.10331,0,15.5854,4.95166,6.65618,4.56701,1.41647,31370.3,-1.04462,-0.414173,0.276661,0.630447,1.21611,0.845562,0.403948,0.129183,0.932857,336.001,47.2509,103.24,8940.49,1.58035,1.14391,3.22422,0.23673,1.20838,0,0,87.5,87.5,85.4
"2024-02-18",1,0.402264,0.599416,54.0737,-9999,182.14,61.0711,357.161,47.8378,0.291667,9.71213,0.3125,778.935,0.3125,0.936344,0.354167,-0.362121,0.25858,0.574223,1.12904,12.7028,5.03884,0.213372,10.8204,7.16469,1.03359,2.23954,404.4,1.79864,1.40968,0,15.7369,5.27655,6.75245,4.13319,0.839128,18694.5,-0.970801,-0.375448,0.268096,0.595354,1.17059,1.09752,0.435355,0.221224,0.934879,343.905,49.6125,107.498,9705.61,1.86484,1.46155,4.92558,0.16876,0.942343,0,0,70.8,68.8,64.6
"2024-02-19",1,3.328,0.860089,55.7273,-9999,177.714,73.6131,354.383,56.6558,0.4375,12.321,0.4375,993.433,0.4375,0.841752,0.604167,-0.283692,0.222832,0.55806,1.11058,15.4563,5.8563,0.401263,10.5089,7.50375,1.18188,2.65892,472.04,2.4574,2.24758,0,15.3545,6.36017,6.69994,4.89506,1.06453,23842.4,-0.872729,-0.294132,0.231033,0.578596,1.15145,1.33542,0.505984,0.416029,0.907972,360.18,56.73,127.628,11329,2.54784,2.33029,4.59832,0.178625,0.937017,0,0,56.2,56.2,39.6
"2024-02-20",1,7.10814,1.76128,50.5965,-9999,173.667,65.6051,359.41,44.3806,0.75,17.0398,0.75,1381.31,0.75,0.932098,0.875,-0.340544,0.14798,0.591555,1.16443,20.0237,7.96882,0.620684,11.3226,8.06804,1.19141,3.10314,641.777,3.65777,3.4238,0,15.0048,5.66828,6.79498,3.83448,1.47224,33151.5,-0.9664,-0.353076,0.153426,0.613324,1.20729,1.73005,0.688506,0.643525,0.978274,387.266,57.1879,148.951,15402.7,3.79237,3.5498,2.60452,0.27743,0.936214,0,1,27.1,27.1,14.6
"2024-02-21",1,8.64082,3.48198,57.7917,6.25208,149.612,66.5003,304.871,37.1912,0.25,9.82607,0.229167,795.505,0.229167,0.870273,0.5,-0.183485,0.174102,0.686787,1.307,12.1141,4.78606,0.304919,11.941,8.68919,1.1243,3.07949,387.672,2.85531,1.43898,0,12.9265,5.74563,5.76386,3.21332,0.848973,19092.1,-0.902299,-0.190238,0.180509,0.712061,1.3551,1.04666,0.413515,0.31614,1.0317,417.081,53.9665,147.815,9304.13,2.96038,1.49193,3.78495,0.208989,0.707024,0,1,75,77.1,50
"2024-02-22",1,8.05769,4.63821,58.7398,5.31431,151.505,60.662,305.833,42.3227,0.104167,12.2099,0.125,989.114,0.125,0.972318,0.416667,-0.2472,0.169784,0.725118,1.36901,12.3859,4.25914,0.279337,12.3261,8.75659,1.33313,3.08662,344.502,2.99175,1.39809,0,13.0901,5.24119,5.78205,3.65668,1.05493,23738.7,-1.0081,-0.256297,0.176032,0.751802,1.41939,1.07015,0.36799,0.289616,1.06497,420.316,63.9905,148.158,8268.04,3.10185,1.44953,3.46627,0.2239,0.898959,0,1,89.6,87.5,60.4
"2024-02-23",1,5.84973,4.15432,58.6356,5.24831,179.335,62.9305,361.879,44.2958,0.125,18.4337,0.166667,1490.96,0.166667,1.05411,0.395833,-0.342577,0.149123,0.711528,1.2379,11.6895,4.16132,0.251327,10.6915,8.77135,1.27386,3.2895,335.798,2.806,1.41507,0,15.4946,5.4372,6.84165,3.82716,1.59267,35783.1,-1.0929,-0.355184,0.154611,0.737713,1.28346,1.00997,0.359538,0.260576,0.923746,421.025,61.1454,157.896,8059.16,2.90926,1.46714,2.40298,0.29386,0.996805,0,1,87.5,83.3,60.4
"2024-02-24",1,4.14132,3.44081,56.6407,5.80122,190.044,82.8394,377.83,56.1633,0.291667,18.9346,0.270833,1531.6,0.270833,0.853602,0.5625,-0.138545,0.145461,0.715057,1.09424,13.212,5.20676,0.325258,10.8603,8.13729,1.12302,3.19779,421.294,3.29953,2.06679,0,16.4198,7.15733,7.14323,4.85251,1.63595,36758.5,-0.885015,-0.143643,0.150814,0.741371,1.1345,1.14152,0.449864,0.337227,0.938328,390.59,53.9048,153.494,10111.1,3.42095,2.14285,2.96617,0.252133,0.906548,0,0,70.8,72.9,43.8
"2024-02-25",1,7.07446,3.86003,45.2982,7.01278,187.114,78.0424,376.463,48.1204,0.291667,14.4929,0.291667,1173.77,0.291667,0.750576,0.604167,0.0716396,0.110335,0.822216,1.0652,14.5338,6.09324,0.413804,10.7525,8.2239,1.28792,3.24454,493.757,4.12546,2.20758,0,16.1667,6.74286,7.11737,4.1576,1.25218,28170.4,-0.778198,0.074276,0.114395,0.852474,1.1044,1.25572,0.526456,0.429032,0.929013,394.747,61.8199,155.738,11850.2,4.27727,2.28882,3.32028,0.231466,0.802298,0,1,70.8,70.8,39.6
"2024-02-26",1,12.7189,4.70663,36.2436,13.0328,189.983,70.5479,374.154,30.8472,0.1875,28.2734,0.1875,2305.62,0.1875,1.06496,0.479167,-0.0807456,0.0683101,0.984214,1.06591,13.7118,5.18345,0.387132,11.0746,8.26988,1.15555,3.32018,421.429,3.23421,1.15688,0,16.4145,6.09534,7.07372,2.6652,2.44282,55334.9,-1.10415,-0.083717,0.0708239,1.02043,1.10514,1.1847,0.44785,0.401378,0.956845,396.954,55.4663,159.369,10114.3,3.35323,1.19945,1.09103,0.478233,0.838021,0,1,81.2,81.2,54.2
"2024-02-27",1,-0.834443,3.74783,57.6244,-9999,164.898,86.1398,328.721,54.3807,0.833333,16.4039,0.854167,1310.36,0.854167,0.940457,0.979167,-0.0152831,0.166317,0.925173,0.912982,14.909,4.54977,0.256169,11.5647,8.286,0.915461,3.25861,363.357,2.91364,1.52403,0,14.2472,7.44248,6.21477,4.6985,1.4173,31448.7,-0.975066,-0.0158455,0.172437,0.959219,0.946579,1.28814,0.3931,0.265596,0.999189,397.728,43.9421,156.413,8720.56,3.02086,1.58012,3.3151,0.231744,0.821742,0,0,33.3,31.2,18.8
"2024-02-28",1,-6.19283,1.52457,51.2597,2.28563,205.606,71.0564,403.412,68.4257,0,11.7714,0,936.83,0,0.663434,0.0833333,0.053161,0.153249,0.716594,0.693978,10.2769,3.92114,0.175616,11.541,8.26025,0.928274,3.28517,312.85,1.9373,1.18961,0,17.7644,6.13927,7.62688,5.91198,1.01705,22483.9,-0.687848,0.0551173,0.158888,0.742965,0.719517,0.887923,0.338787,0.182079,0.997142,396.492,44.5571,157.688,7508.41,2.00859,1.23339,5.81285,0.146781,1.12864,0,0,100,100,91.7
"2024-02-29",1,5.77397,2.60998,34.5269,7.51656,204.402,67.9037,401.723,42.3637,0.104167,20.6986,0.125,1672.27,0.125,0.815053,0.104167,0.0415085,0.0640481,0.856561,0.701385,12.3029,3.47914,0.20142,11.5489,8.28199,0.952242,3.30209,280.559,2.21863,1.06474,0,17.6603,5.86688,7.59494,3.66022,1.78836,40134.5,-0.845047,0.043036,0.0664051,0.888083,0.727196,1.06297,0.300598,0.208833,0.997828,397.535,45.7076,158.5,6733.43,2.30028,1.10393,2.04669,0.328225,0.928703,0,1,89.6,87.5,89.6
"2024-03-01",1,5.21966,3.90783,70.2814,3.10015,184.289,72.5557,379.617,54.7301,0.0625,11.1891,0.104167,903.134,0.104167,0.595507,0.0833333,0.423842,0.129806,1.01935,0.707005,12.2837,4.14621,0.204033,11.7161,8.24209,0.898239,3.25454,333.351,2.64684,1.34187,0,15.9226,6.26881,7.17701,4.72868,0.966741,21675.2,-0.617422,0.43944,0.134583,1.05686,0.733023,1.06132,0.358233,0.211541,1.01227,395.62,43.1155,156.218,8000.42,2.74424,1.39125,4.89137,0.16974,0.908533,0,1,93.8,89.6,91.7
"2024-03-02",1,10.4619,5.03387,69.0471,-9999,185.208,81.6396,378.997,41.3822,0.208333,17.6227,0.270833,1430.97,0.270833,0.91886,0.25,0.237369,0.0611204,1.15623,0.690069,13.1574,4.87623,0.20955,12.5088,8.29863,0.879762,3.20196,395.041,2.74178,1.08973,0,16.002,7.05366,7.16528,3.57542,1.52261,34343.2,-0.952674,0.246104,0.0633696,1.19878,0.715464,1.1368,0.421306,0.217261,1.08076,398.334,42.2286,153.694,9480.98,2.84268,1.12984,2.34822,0.298666,0.722749,0,1,79.2,72.9,77.1
"2024-03-03",1,13.4445,6.67794,33.5147,11,203.645,71.1658,410.754,32.1681,0.0833333,28.1901,0.166667,2290.39,0.166667,0.944437,0.25,0.414199,0.0693148,1.35864,0.772571,12.318,5.61998,0.247973,11.1946,8.37597,0.831867,3.29249,456.327,0.274795,0.0716412,0,17.595,6.14872,7.76567,2.77933,2.43562,54969.3,-0.979192,0.429441,0.0718656,1.40863,0.801002,1.06427,0.485567,0.257099,0.967211,402.047,39.9296,158.04,10951.9,0.284907,0.0742776,1.14112,0.467046,0.848135,0,1,91.7,83.3,75
"2024-03-04",1,6.71665,5.6306,51.2293,-9999,100.504,39.2072,211.031,22.9864,0.479167,14.709,0.479167,1185.16,0.479167,0.775841,0.479167,0.404687,0.179255,1.18053,0.745776,17.2881,4.46042,0.1581,9.06559,8.27804,0.960934,2.83383,358.449,0.24256,0.183099,0,8.68356,3.3875,3.98973,1.98602,1.27086,28443.7,-0.804391,0.419579,0.185852,1.22397,0.77322,1.49369,0.38538,0.163918,0.783267,397.346,46.1248,136.024,8602.79,0.251486,0.189837,1.56274,0.390207,0.96144,0,1,52.1,52.1,52.1
"2024-03-05",1,2.60457,4.54088,49.6909,5.01848,175.518,69.919,356.904,49.8023,0.1875,17.8333,0.166667,1437.44,0.166667,0.378182,0.5,0.657712,0.253932,1.03589,0.702919,12.2588,5.87497,0.321902,10.4163,8.35899,0.972406,2.77796,471.888,0.232576,0.225415,0,15.1647,6.041,6.7476,4.30292,1.5408,34498.5,-0.392099,0.681916,0.263277,1.07402,0.728786,1.05916,0.507597,0.333749,0.899965,401.231,46.6755,133.342,11325.3,0.241135,0.23371,2.79265,0.263668,0.967342,0,0,81.2,83.3,50
"2024-03-06",1,5.28176,4.08264,50.2821,5.59944,123.773,53.4623,263.048,31.3064,0.25,16.9712,0.25,1370.77,0.25,0.424536,0.541667,0.552714,0.261317,0.977251,0.69183,13.2678,4.17166,0.373052,10.3666,7.37702,0.923235,2.57208,337.039,0.228178,0.210051,0,10.694,4.61914,4.97316,2.70487,1.46631,32898.5,-0.440159,0.573054,0.270934,1.01321,0.71729,1.14634,0.360432,0.386781,0.895672,354.097,44.3153,123.46,8088.94,0.236575,0.217781,1.84468,0.351534,0.903021,0,1,75,75,47.9
"2024-03-07",1,7.04096,4.81621,58.0148,4.5019,103.733,44.5378,223.914,20.1914,0.270833,10.5584,0.25,850.897,0.25,0.758219,0.416667,0.299281,0.293967,1.0575,0.76948,13.078,5.66147,0.265858,7.20161,7.17979,1.03009,2.67409,456.018,0.19934,0.201546,0,8.96256,3.84807,4.2333,1.74453,0.912245,20421.5,-0.786122,0.310294,0.304785,1.09642,0.797797,1.12994,0.489151,0.275641,0.622219,344.63,49.4441,128.356,10944.4,0.206676,0.208963,1.91235,0.343365,0.690419,0,1,72.9,75,58.3
"2024-03-08",1,0.991166,4.32723,60.9686,2.88105,108.401,54.4109,223.223,35.8244,0.125,22.8418,0.479167,1831.02,0.479167,0.785194,0.583333,0.205288,0.321537,0.990482,0.742085,11.9563,10.4323,0.194235,11.5798,7.26113,0.904327,2.58215,836.67,0.205095,0.208866,0.254,9.36583,4.7011,4.22024,3.09523,1.97353,43944.6,-0.814089,0.212843,0.333369,1.02693,0.769394,1.03302,0.901351,0.201383,1.00049,348.534,43.4077,123.943,20080.1,0.212643,0.216552,1.56837,0.389352,1.07821,0,0,87.5,56.2,50
"2024-03-09",1,1.30454,3.43224,46.1901,4.89142,225.916,97.0491,449.805,73.8711,0.1875,18.2169,0.1875,1467.48,0.1875,0.60763,0.604167,0.282332,0.600817,0.889962,0.683096,12.6476,9.76353,0.299217,11.9875,6.91568,1.18007,2.72352,786.798,0.268755,0.273719,0,19.5191,8.38504,8.50396,6.38246,1.57394,35219.5,-0.629991,0.292722,0.622927,0.922713,0.708233,1.09275,0.843569,0.310228,1.03572,331.953,56.6432,130.729,18883.2,0.278645,0.283792,4.05508,0.197821,0.948881,0,0,81.2,81.2,43.8
"2024-03-10",1,6.68508,3.77154,42.3522,7.96681,224.691,95.8974,452.417,61.8928,0.1875,26.4966,0.208333,2149.92,0.208333,0.222634,0.354167,0.74304,0.671797,0.965675,0.746203,11.2766,6.88303,0.259138,11.9112,6.88596,1.14021,2.66626,556.415,0.2658,0.119158,0,19.4133,8.28554,8.55335,5.34754,2.28931,51598.2,-0.230827,0.770384,0.696519,1.00121,0.773663,0.974296,0.594694,0.268674,1.02913,330.526,54.7302,127.98,13354,0.275581,0.123543,2.33588,0.299771,0.921708,0,1,81.2,79.2,64.6
"2024-03-11",1,14.2391,6.04989,41.2539,11.4598,221.453,83.6196,449.073,30.4918,0.0625,37.2462,0,3033.99,0,0.356542,0.0416667,0.992781,0.837857,1.34932,1.23088,11.5946,6.47062,0.245301,11.8682,7.54116,1.089,2.67796,524.894,0.0712789,0.0249195,0,19.1336,7.22473,8.49013,2.63449,3.21807,72815.7,-0.369663,1.02932,0.86869,1.39898,1.27618,1.00177,0.559061,0.254328,1.02541,361.976,52.2722,128.542,12597.5,0.073902,0.0258366,0.818654,0.549857,0.810073,0,1,95.8,100,95.8
"2024-03-12",1,11.5648,7.07722,56.2163,6.98209,172.624,70.3466,365.375,27.2294,0.25,20.8528,0.25,1692.01,0.25,0.381053,0.458333,1.23058,1.18436,1.61164,1.85963,10.4568,7.18493,0.371975,10.7536,7.5515,1.16534,2.64545,580.871,0.068921,0.0431315,0,14.9147,6.07795,6.90775,2.35262,1.80168,40608.3,-0.395075,1.27587,1.22794,1.67095,1.92806,0.903467,0.620778,0.385664,0.929113,362.472,55.9363,126.981,13940.9,0.0714573,0.0447187,1.30579,0.433691,0.683503,0,1,75,75,54.2
"2024-03-13",1,11.16,6.92594,62.0258,6.69706,133.961,61.879,285.51,15.0758,0.125,18.9869,0.1875,1541.59,0.1875,0.508783,0.479167,1.19063,1.06742,1.69942,2.10262,9.80758,6.71136,0.370012,9.65267,7.65264,0.979646,2.66527,542.465,0.128643,0.133419,2.032,11.5742,5.34635,5.39782,1.30255,1.64047,36998.1,-0.527506,1.23445,1.1067,1.76195,2.18,0.847375,0.579861,0.383629,0.83399,367.326,47.023,127.933,13019.2,0.133377,0.138329,0.794012,0.55741,0.550472,0,1,87.5,81.2,52.1
"2024-03-14",1,8.98131,7.75165,84.8063,1.74392,45.1953,23.3207,106.704,-15.3444,0.145833,33.6326,0.375,2711.12,0.375,1.9713,0.4375,-0.0791567,0.498022,1.89215,2.48097,9.21506,11.4809,0.376274,7.16332,7.35659,1.13685,2.21865,925.471,0.0953564,0.0394834,8.636,3.90487,2.01491,2.01733,-1.32575,2.90585,65066.8,-2.04385,-0.0820696,0.516349,1.96178,2.57227,0.796181,0.991953,0.390121,0.618911,353.116,54.5689,106.495,22211.3,0.0988655,0.0409364,-0.456236,1.83903,0.784203,0,1,85.4,62.5,56.2
"2024-03-15",1,7.09301,7.33809,68.282,3.75435,234.474,101.859,479.263,54.1573,0.0416667,37.3079,0.125,3010.74,0.125,0.83962,0.104167,1.00732,1.55795,1.84694,2.54536,11.7725,8.8838,0.31608,12.1151,7.523,1.34088,2.71463,716.906,0.0827435,0.125378,0,20.2586,8.80059,9.06091,4.67919,3.2234,72257.8,-0.870518,1.04439,1.61529,1.91491,2.63903,1.01714,0.767561,0.327712,1.04674,361.104,64.3622,130.302,17205.7,0.0857885,0.129992,1.45163,0.407892,0.897961,0,1,95.8,87.5,89.6
"2024-03-16",1,7.46394,7.06788,50.8294,5.74281,239.677,100.187,489.723,55.2836,0,48.0932,0,3885.27,0,0.400529,0.125,1.41504,1.55221,1.81557,2.60934,9.9434,8.56969,0.328162,12.3245,7.43211,1.40982,2.68642,691.691,0.0989334,0.152598,0,20.7081,8.6562,9.25866,4.7765,4.15525,93246.4,-0.415269,1.46711,1.60933,1.88238,2.70536,0.85911,0.740422,0.340238,1.06484,356.741,67.6712,128.948,16600.6,0.102574,0.158213,1.14951,0.465222,1.03183,0,1,100,100,87.5
"2024-03-17",1,-1.14801,5.00784,54.2762,2.70936,230.838,96.8418,453.869,88.5608,0.0208333,28.8225,0.0625,2305.04,0.0625,0.108461,0.1875,1.33177,1.4597,1.44023,1.91978,14.0543,5.3633,0.31808,12.4271,7.42171,0.819276,2.73297,428.646,0.066588,0.044649,0,19.9444,8.36713,8.58081,7.65165,2.49027,55321,-0.112453,1.38077,1.51342,1.49323,1.99043,1.21429,0.463389,0.329786,1.0737,356.242,39.3252,131.183,10287.5,0.0690385,0.0462921,3.07262,0.245542,1.21211,0,0,97.9,93.8,81.2
"2024-03-18",1,-1.65651,3.7364,47.5477,3.29559,250.583,114.32,501.089,94.5393,0.0208333,24.8054,0,1984.81,0,0.254424,0.270833,0.962134,1.37247,1.21656,1.44276,11.9712,6.17663,0.311217,12.9554,6.96525,0.854358,2.40468,494.355,0.06265,0.045092,0,21.6503,9.87723,9.47353,8.16819,2.14319,47635.4,-0.263786,0.99754,1.42298,1.26133,1.49586,1.03431,0.533661,0.32267,1.11935,334.332,41.0092,115.424,11864.5,0.0649555,0.0467514,3.81123,0.207847,1.04395,0,0,97.9,100,79.2
"2024-03-19",1,9.25564,5.10846,38.6642,8.57061,245.07,112.259,498.464,67.5583,0.166667,37.2195,0.125,3018.32,0.125,0.277976,0.333333,1.14089,1.28545,1.41887,1.59155,9.54761,7.37142,0.241321,12.3963,6.57519,1.11004,2.08288,595.932,0.0696072,0.0652785,0,21.174,9.69915,9.42391,5.83703,3.21576,72439.7,-0.288206,1.18288,1.33275,1.47108,1.65012,0.824913,0.63689,0.250201,1.07104,315.609,53.2821,99.9783,14302.4,0.0721687,0.0676807,1.81513,0.355223,0.93336,0,1,83.3,87.5,68.8
"2024-03-20",1,3.27567,5.11486,38.2924,4.93233,243.749,117.319,497.984,68.7818,0.0625,24.6307,0.0625,1976.52,0.0625,0.0940853,0.229167,1.28369,1.27823,1.37778,1.41584,13.7707,5.41987,0.305913,12.6759,6.49556,1.00931,1.94321,434.562,0.0643208,0.0591755,0,21.0599,10.1364,9.41483,5.94275,2.12809,47436.5,-0.0975476,1.33093,1.32527,1.42848,1.46794,1.18979,0.468276,0.31717,1.0952,311.787,48.4468,93.2739,10429.5,0.0666878,0.0613532,2.79253,0.263677,0.796225,0,0,93.8,93.8,77.1
"2024-03-21",1,5.08822,4.90467,33.7687,6.31475,218.509,106.766,446.954,61.6149,0.0833333,36.6412,0.0208333,2952.09,0.0208333,-0.511689,0.0833333,1.83802,1.48906,1.32633,1.57442,11.0698,7.21451,0.33844,13.1985,6.12249,1.29414,1.9173,580.134,0.0253452,0.0207452,0,18.8791,9.22455,8.45008,5.32352,3.1658,70850.1,0.530519,1.90565,1.54386,1.37514,1.63236,0.956428,0.623334,0.350895,1.14035,293.879,62.1188,92.0305,13923.2,0.0262779,0.0215086,1.68157,0.372916,0.920297,1,1,93.8,97.9,91.7
"2024-03-22",1,1.27534,4.69598,73.7683,1.81537,67.977,33.8857,150.187,15.4483,0.0625,29.9928,0.125,2399.74,0.125,0.739451,0.208333,0.576971,0.828726,1.31642,1.95287,9.8875,8.59266,0.246979,6.05041,6.12011,1.01872,1.72668,687.478,0.0392654,0.00632873,0.762,5.87322,2.92773,2.83941,1.33473,2.59138,57593.7,-0.766663,0.598204,0.859223,1.36487,2.02473,0.85428,0.742406,0.256068,0.522756,293.765,48.8986,82.8809,16499.5,0.0407104,0.00656163,0.515066,0.660037,1.34101,0,0,93.8,87.5,79.2
