"Intervals","days","Tair_mean","Tsoil_mean","RH_mean","VPD_mean","GR_mean","Rn_mean","PAR_mean","SWC_mean","H_f_mean","H_fqc_mean","LE_f_mean","LE_fqc_mean","ET_f_mean","ET_fqc_mean","NEE_uStar_f_mean","NEE_uStar_fqc_mean","GPP_uStar_f_mean","GPP_DT_uStar_mean","Reco_uStar_mean","Reco_DT_uStar_mean","H_fsd_mean","LE_fsd_mean","NEE_uStar_fsd_mean","Rg_fsd_mean","Tair_fsd_mean","Tsoil_fsd_mean","VPD_fsd_mean","ET_fsd_mean","Reco_DT_uStar_SD_mean","GPP_DT_uStar_SD_mean","P_sum","GR_sum","Rn_sum","PAR_sum","H_f_sum","LE_f_sum","ET_f_sum","NEP_uStar_f_sum","GPP_uStar_f_sum","GPP_DT_uStar_sum","Reco_uStar_sum","Reco_DT_uStar_sum","H_fsd_sum","LE_fsd_sum","NEP_uStar_fsd_sum","Rg_fsd_sum","Tair_fsd_sum","Tsoil_fsd_sum","VPD_fsd_sum","ET_fsd_sum","Reco_DT_uStar_SD_sum","GPP_DT_uStar_SD_sum","bowen_ratio_f","evaporative_fraction","closure_fraction","CUP","GSL","H_orig","LE_orig","NEE_uStar_orig"
"-","-","C","C","%","Pa","W+1m-2","W+1m-2","umol+1m-2s-1","m3 m-3","W+1m-2","-","W+1m-2","-","mm hour-1","-","umol+1s-1m-2","-","umol+1s-1m-2","umol+1s-1m-2","umol+1s-1m-2","umol+1s-1m-2","W+1m-2","W+1m-2","umol+1s-1m-2","-","C","C","hPa","mm hour-1","umol+1s-1m-2","umol+1s-1m-2","mm week-1","MJ m-2 week-1","MJ m-2 week-1","MJ m-2 week-1","MJ m-2 week-1","MJ m-2 week-1","mm week-1","g(C) m-2 week-1","g(C) m-2 week-1","g(C) m-2 week-1","g(C) m-2 week-1","g(C) m-2 week-1","MJ m-2 week-1","MJ m-2 week-1","g(C) m-2 week-1","MJ m-2 week-1","C week-1","C week-1","hPa week-1","mm week-1","g(C) m-2 week-1","g(C) m-2 week-1","-","-","-","days week-1","days week-1","%","%","%"
"33_24",7,21.6293,23.212,87.8463,-9999,185.036,111.729,394.374,0.571888,25.5663,0.276786,80.2639,0.279762,6569.66,0.279762,5.30501,0.395833,5.53529,6.60176,10.8403,13.0237,3.48645,5.40411,0.520359,5.03908,1.1923,0.449668,0.540461,441.692,0.434272,18.4852,68.326,111.91,67.5735,52.1919,15.4625,48.5436,1103700,-38.5017,40.1729,47.9129,78.6746,94.5208,2.1086,3.26841,3.77655,3.04764,400.612,151.089,181.595,74204.3,3.15177,134.158,0.318527,0.758422,0.947208,0,7,72.6,72.3,60.7
"34_24",7,22.1044,22.9293,81.5763,5.63355,211.172,129.909,448.039,0.590356,24.0391,0.0892857,102.476,0.10119,8389.44,0.10119,3.00371,0.160714,6.33323,6.76634,9.33695,10.1489,2.79635,5.04327,0.450798,5.30895,1.36203,0.405531,0.732309,412.145,0.233196,11.9285,3.048,127.717,78.5689,59.2941,14.5389,61.9773,1409430,-21.7998,45.9641,49.1074,67.7638,73.6564,1.69123,3.05017,3.27171,3.21085,457.641,136.259,246.056,69240.4,1.69244,86.5724,0.234584,0.80999,0.973873,0,7,91.1,89.9,83.9
"35_24",7,22.6793,24.0797,78.4178,-9999,246.749,137.971,514.749,0.527923,31.9786,0.258929,95.6911,0.297619,7848.17,0.297619,2.60431,0.377976,5.504,5.76135,8.10831,8.63819,4.65797,6.05503,0.354651,4.95564,1.89976,0.466825,0.815145,496.013,0.301097,4.37803,4.064,149.234,83.4447,68.1226,19.3406,57.874,1318490,-18.901,39.9458,41.8136,58.8469,62.6925,2.81714,3.66208,2.57392,2.99717,638.319,156.853,273.889,83330.1,2.18524,31.774,0.334185,0.749521,0.925339,0,7,74.1,70.2,62.2
"36_24",7,17.462,20.7043,72.8163,-9999,240.775,116.29,500.228,0.461315,54.0511,0.181548,69.3359,0.202381,5662.75,0.202381,0.868919,0.321429,3.39237,3.11025,4.26129,3.56183,5.00215,5.20958,0.298912,4.8076,1.76894,0.547025,1.08896,425.745,0.21451,3.78006,0,145.62,70.3321,66.2009,32.6901,41.9344,951342,-6.30627,24.6204,22.573,30.9267,25.8503,3.0253,3.15076,2.16938,2.90763,594.365,183.8,365.89,71525.2,1.55682,27.4342,0.779554,0.561939,1.06103,0,7,81.8,79.8,68.2
"37_24",7,21.0915,21.0238,66.7484,10.4081,211.911,99.9762,442.364,0.429843,43.9984,0.139881,54.1744,0.166667,4439.5,0.166667,1.09893,0.258929,1.84192,2.21313,2.94085,3.33308,3.9612,3.09754,0.165387,4.59471,1.74247,0.399955,1.22045,253.656,0.0905318,0.0672802,0,128.164,60.4656,58.543,26.6103,32.7647,745836,-7.97557,13.3679,16.062,21.3435,24.1901,2.39574,1.87339,1.20031,2.77888,585.47,134.385,410.071,42614.2,0.657044,0.488293,0.812164,0.551827,0.981962,0,7,86,83.3,74.7
"38_24",7,22.0934,22.0819,68.1223,10.1819,173.515,80.6587,363.893,0.420068,34.3249,0.104167,43.9068,0.157738,3595.38,0.157738,1.85529,0.205357,1.20731,1.33854,3.0626,2.97498,3.64844,3.00814,0.160511,4.97359,1.89568,0.404073,1.29628,245.711,0.0849596,0.0692313,8.89,104.942,48.7824,48.1581,20.7597,26.5548,604024,-13.465,8.76218,9.71461,22.2271,21.5912,2.20657,1.81932,1.16492,3.00803,636.949,135.768,435.55,41279.5,0.616603,0.502453,0.781768,0.56124,0.969911,0,7,89.6,84.2,79.5
"39_24",7,17.8174,18.7235,64.7816,-9999,209.263,93.9779,433.649,0.414227,43.0996,0.220238,48.5347,0.238095,3969.58,0.238095,1.69852,0.5,1.673,1.58781,3.37152,3.1273,4.44112,4.39435,0.263596,4.6304,1.95826,0.475505,1.42802,358.824,0.298016,3.27763,0.762,126.562,56.8378,57.3897,26.0666,29.3538,666889,-12.3272,12.142,11.5237,24.4691,22.6967,2.68599,2.6577,1.91307,2.80046,657.977,159.77,479.813,60282.4,2.16288,23.7877,0.888016,0.529657,0.975062,0,7,78,76.2,50
"40_24",7,16.9066,17.4595,48.2642,12.4795,204.453,78.151,420.475,0.377094,44.4095,0.169643,34.4092,0.178571,2811.8,0.178571,0.506468,0.279762,1.21691,1.17063,1.72337,1.53361,4.31883,2.60233,0.152244,4.16357,2.05674,0.44888,1.41956,212.667,0.0856704,0.0677944,0,123.653,47.2657,55.6462,26.8589,20.8107,472383,-3.67574,8.83182,8.49599,12.5076,11.1303,2.61203,1.57389,1.10492,2.51813,691.063,150.824,476.974,35728.1,0.621761,0.492024,1.29063,0.436562,1.00854,0,7,83.3,82.1,72
"41_24",7,15.8305,16.3749,52.2498,-9999,177.504,65.3111,366.607,0.355523,44.4758,0.1875,24.9862,0.184524,2038.25,0.184524,0.452702,0.380952,0.978618,0.958337,1.43132,1.32816,4.00775,1.89068,0.133455,3.87907,2.56635,0.502071,1.34975,154.291,0.0375645,0.0480103,0,107.355,39.5002,48.5172,26.899,15.1116,342426,-3.28553,7.10242,6.95523,10.3879,9.63927,2.42389,1.14348,0.968565,2.34606,862.295,168.696,453.516,25920.9,0.272628,0.348439,1.78002,0.35971,1.06356,0,7,81.8,81.5,62.8
"42_24",7,12.9155,13.9121,45.2599,9.95394,171.795,56.4886,353.47,0.336348,39.8811,0.119048,16.7452,0.127976,1360.8,0.127976,0.448649,0.196429,0.516004,0.636015,0.964654,1.41823,4.38707,1.73213,0.120679,4.0099,2.52604,0.563654,1.14702,140.608,0.0291864,0.0321496,0,103.902,34.1643,46.7787,24.1201,10.1275,228615,-3.25612,3.74495,4.61595,7.00107,10.2929,2.6533,1.04759,0.875843,2.42519,848.748,189.388,385.4,23622.1,0.211823,0.233329,2.38164,0.295715,1.00244,1,7,88.1,87.2,80.7
"43_24",7,12.5271,13.687,59.8343,6.99985,151.383,47.4041,315.045,0.334941,25.8025,0.154762,26.7618,0.229167,2172.81,0.229167,0.983418,0.375,0.392264,0.998835,1.37568,2.31125,3.99572,2.71923,0.151597,3.88266,2.46919,0.553987,1.1191,220.438,0.0881125,0.0957316,8.128,91.5563,28.67,41.6935,15.6053,16.1855,365032,-7.13725,2.84689,7.24915,9.98415,16.7741,2.41661,1.64459,1.10023,2.34823,829.647,186.14,376.019,37033.6,0.639485,0.694782,0.964153,0.509125,1.10885,0,7,84.5,77.7,64.6
"44_24",7,12.8272,-9999,77.7967,-9999,92.5524,-9999,197.887,-9999,8.1364,0.375,24.6421,0.446429,1996.36,0.446429,1.61332,0.535714,0.518526,0.973356,2.13184,3.1022,3.92186,3.82619,0.186342,2.90032,2.43161,0.482963,0.999926,310.216,0.0797951,0.0994399,56.388,55.9757,-9999,26.1886,4.9209,14.9036,335388,-11.7088,3.76325,7.06423,15.4721,22.5146,2.37194,2.31408,1.3524,1.75411,817.021,162.276,335.975,52116.3,0.579121,0.721695,0.330183,0.751776,-9999,0,7,64.6,57.1,48.5
"45_24",7,8.70852,11.1095,87.1056,-9999,72.4577,27.0047,155.311,0.501878,4.39728,0.306548,26.9607,0.452381,2176.55,0.452381,1.34456,0.559524,1.3613,1.91195,2.70586,4.42668,3.48428,3.77888,0.237668,2.80299,1.78077,0.514161,0.522582,304.934,0.166806,0.276181,23.114,43.8224,16.3324,20.5541,2.65948,16.3059,365661,-9.75829,9.87979,13.8762,19.6381,32.1271,2.10729,2.28547,1.7249,1.69525,598.338,172.758,175.587,51228.8,1.21061,2.00441,0.163099,0.859772,1.16121,0,7,69.3,54.8,44
"46_24",7,7.59351,8.59948,74.0255,-9999,98.9122,19.2856,205.206,0.518621,-4.71695,0.178571,33.3415,0.241071,2694.32,0.241071,0.421889,0.354167,1.55342,1.51836,1.97531,1.85557,3.91079,3.36431,0.161799,3.09852,1.76835,0.444656,0.485066,271.359,0.0668,0.0659199,22.352,59.8221,11.6639,27.1572,-2.85281,20.1649,452645,-3.0619,11.2741,11.0196,14.336,13.467,2.36525,2.03474,1.17427,1.87398,594.164,149.405,162.982,45588.4,0.484808,0.47842,-0.141474,1.16479,1.48424,2,7,82.1,75.9,64.9
"47_24",7,4.56681,6.68157,71.0537,-9999,99.6696,17.551,201.971,0.532216,0.230343,0.232143,30.5821,0.252976,2460.22,0.252976,0.218955,0.327381,1.34433,1.26216,1.56328,1.49748,4.33981,3.04256,0.120695,2.9518,2.40012,0.497293,0.447551,244.608,0.0510922,0.0424922,28.956,60.2802,10.6149,26.7292,0.139311,18.496,413317,-1.58909,9.75658,9.16026,11.3457,10.8681,2.62472,1.84014,0.875953,1.78525,806.44,167.091,150.377,41094.1,0.370807,0.308391,0.00753196,0.992524,1.75559,4,3,77.1,75.6,68.2
"48_24",7,-3.69516,2.517,71.419,-9999,70.8318,9.02096,146.328,0.498226,16.6804,0.136905,13.6315,0.145833,1088.23,0.145833,0.43535,0.285714,0.557382,0.762965,0.992732,1.39766,3.1323,1.62541,0.102651,2.69735,2.14448,0.480431,0.339731,129.67,0.0281312,0.0345274,56.642,42.839,5.45588,19.3652,10.0883,8.24432,182823,-3.1596,4.04526,5.53729,7.20485,10.1436,1.89442,0.983048,0.745,1.63136,720.547,161.425,114.15,21784.6,0.204165,0.250586,1.22367,0.449708,3.36016,0,0,86.6,85.7,71.7
"49_24",7,-0.450853,1.25013,62.5659,2.91047,100.412,16.269,198.94,0.482632,16.7764,0.104167,11.3007,0.116071,906.208,0.116071,0.543973,0.270833,0.353638,0.703894,0.897611,1.32327,3.06769,1.23812,0.0821533,3.01309,2.46479,0.356608,0.499144,98.9694,0.0268201,0.0362228,0,60.7293,9.83951,26.328,10.1464,6.83466,152243,-3.94794,2.56656,5.10858,6.5145,9.60378,1.85534,0.748816,0.596236,1.82231,828.17,119.82,167.712,16626.9,0.19465,0.26289,1.48455,0.402488,1.7258,0,2,89.6,88.4,72.9
"50_24",7,-2.52311,1.16698,74.1046,-9999,69.8769,16.7581,143.918,0.475019,11.7808,0.190476,9.84073,0.294643,786.668,0.294643,0.624733,0.363095,0.175985,0.610062,0.800718,0.971563,3.64574,1.5182,0.102033,2.73175,2.32603,0.292176,0.47244,121.488,0.0206767,0.0178225,59.69,42.2616,10.1353,19.0463,7.12504,5.95167,132160,-4.53406,1.27723,4.42759,5.81129,7.05122,2.20494,0.918205,0.740517,1.65217,781.545,98.1711,158.74,20410.1,0.150063,0.129348,1.19715,0.455135,1.29022,0,0,81,70.5,63.7
"51_24",7,-1.72876,0.862743,69.2829,2.11914,87.0758,8.48937,174.472,0.468233,7.92314,0.181548,10.7429,0.264881,862.507,0.264881,0.833821,0.330357,0.357571,0.864909,1.19139,0.990906,3.42123,1.84463,0.114081,2.66708,2.11336,0.340115,0.377329,148.071,0.0180291,0.016615,0,52.6634,5.13437,23.0899,4.79192,6.49732,144901,-6.05154,2.59511,6.27716,8.64664,7.1916,2.06916,1.11563,0.827958,1.61305,710.089,114.279,126.783,24876,0.130848,0.120585,0.737522,0.575532,2.19876,0,0,82.1,73.8,67
"52_24",7,2.2244,1.94521,89.251,1.00623,46.9868,14.3176,100.154,0.467168,5.61832,0.235119,6.99221,0.39881,561.788,0.39881,0.636089,0.449405,0.5197,0.576626,1.15579,1.33021,2.68801,1.91479,0.111766,1.83089,1.79282,0.463239,0.298643,153.429,0.114994,0.589372,0,28.4176,8.65929,13.2545,3.39796,4.22889,94380.4,-4.61648,3.77177,4.18492,8.38825,9.65413,1.62571,1.15807,0.81115,1.10732,602.389,155.648,100.344,25776.1,0.83458,4.27742,0.803512,0.554474,0.880771,0,1,76.5,60.1,55.1
"53_24",2,0.893788,-9999,86.2637,-9999,12.301,-9999,30.3077,-9999,-4.42683,0.322917,11.0485,0.479167,882.164,0.479167,1.01473,0.5,0.152126,0.142603,1.16685,1.52785,3.51872,5.51428,0.28905,0.798283,2.44133,0.688004,0.322479,440.331,0.0600421,0.0315094,-9999,2.12561,-9999,1.14599,-0.764956,1.90918,42343.9,-2.10413,0.315449,0.295702,2.41958,3.16814,0.608034,0.952868,0.599375,0.137943,234.368,66.0484,30.958,21135.9,0.124503,0.065338,-0.400672,1.66854,-9999,0,0,67.7,52.1,50
