"Intervals","days","Tair_mean","Tsoil_mean","RH_mean","VPD_mean","GR_mean","Rn_mean","PAR_mean","H_f_mean","H_fqc_mean","LE_f_mean","LE_fqc_mean","ET_f_mean","ET_fqc_mean","NEE_uStar_f_mean","NEE_uStar_fqc_mean","GPP_uStar_f_mean","GPP_DT_uStar_mean","Reco_uStar_mean","Reco_DT_uStar_mean","H_fsd_mean","LE_fsd_mean","NEE_uStar_fsd_mean","Rg_fsd_mean","Tair_fsd_mean","Tsoil_fsd_mean","VPD_fsd_mean","ET_fsd_mean","Reco_DT_uStar_SD_mean","GPP_DT_uStar_SD_mean","P_sum","GR_sum","Rn_sum","PAR_sum","H_f_sum","LE_f_sum","ET_f_sum","NEP_uStar_f_sum","GPP_uStar_f_sum","GPP_DT_uStar_sum","Reco_uStar_sum","Reco_DT_uStar_sum","H_fsd_sum","LE_fsd_sum","NEP_uStar_fsd_sum","Rg_fsd_sum","Tair_fsd_sum","Tsoil_fsd_sum","VPD_fsd_sum","ET_fsd_sum","Reco_DT_uStar_SD_sum","GPP_DT_uStar_SD_sum","bowen_ratio_f","evaporative_fraction","closure_fraction","CUP","GSL","H_orig","LE_orig","NEE_uStar_orig"
"-","-","C","C","%","Pa","W+1m-2","W+1m-2","umol+1m-2s-1","W+1m-2","-","W+1m-2","-","mm hour-1","-","umol+1s-1m-2","-","umol+1s-1m-2","umol+1s-1m-2","umol+1s-1m-2","umol+1s-1m-2","W+1m-2","W+1m-2","umol+1s-1m-2","-","C","C","hPa","mm hour-1","umol+1s-1m-2","umol+1s-1m-2","mm week-1","MJ m-2 week-1","MJ m-2 week-1","MJ m-2 week-1","MJ m-2 week-1","MJ m-2 week-1","mm week-1","g(C) m-2 week-1","g(C) m-2 week-1","g(C) m-2 week-1","g(C) m-2 week-1","g(C) m-2 week-1","MJ m-2 week-1","MJ m-2 week-1","g(C) m-2 week-1","MJ m-2 week-1","C week-1","C week-1","hPa week-1","mm week-1","g(C) m-2 week-1","g(C) m-2 week-1","-","-","-","days week-1","days week-1","%","%","%"
"30_24",7,24.4036,24.6158,80.231,7.56324,271.29,165.65,571.408,48.6518,0.229167,108.211,0.267857,8885.94,0.267857,1.42298,0.401786,5.96494,7.2541,7.38792,9.38629,5.03847,5.92316,0.355645,5.07435,1.26961,0.395996,0.831932,486.342,0.502199,1.35169,0,164.076,100.185,75.621,29.4246,65.4458,1492840,-10.3274,43.2912,52.6474,53.6186,68.1219,3.04727,3.58233,2.58113,3.06897,426.591,133.055,279.529,81705.5,3.64476,9.81003,0.449603,0.689844,0.94695,0,7,77.1,73.2,60.1
"31_24",7,25.4325,-9999,79.2055,-9999,288.303,-9999,620.252,50.8758,0.232143,112.233,0.261905,9226.11,0.261905,2.51034,0.407738,4.47472,7.09413,6.98505,11.2792,5.97368,7.62235,0.329781,5.16297,1.50911,0.354945,0.902192,626.891,0.513704,5.33617,48.006,174.365,-9999,82.085,30.7697,67.8786,1549990,-18.219,32.4757,51.4864,50.6947,81.8596,3.61288,4.61,2.39342,3.12257,507.061,119.262,303.137,105318,3.72826,38.7278,0.453305,0.688087,-9999,0,7,77.1,74.1,60.4
"32_24",7,19.6111,23.1088,77.5975,6.18204,215.303,123.781,467.704,46.7492,0.199405,88.3188,0.217262,7218.68,0.217262,2.59958,0.383929,4.81504,5.88181,7.41462,8.67867,3.46233,4.90377,0.384587,4.77851,1.70362,0.506259,0.862951,400.777,0.559115,5.79565,14.224,130.216,74.8627,61.8966,28.2739,53.4152,1212740,-18.8667,34.9456,42.6878,53.8124,62.9863,2.09402,2.9658,2.79118,2.89004,572.417,170.103,289.951,67330.5,4.05783,42.0625,0.529323,0.653884,1.09119,0,7,80.1,78.3,61.9
"33_24",7,21.6293,23.212,87.8463,-9999,185.036,111.729,394.374,25.5663,0.276786,80.2639,0.279762,6569.66,0.279762,4.94569,0.434524,5.24508,6.27535,10.1908,12.3353,3.49253,5.4119,0.434761,5.03908,1.1923,0.449668,0.540461,442.325,0.264926,6.81959,68.326,111.91,67.5735,52.1919,15.4625,48.5436,1103700,-35.8939,38.0667,45.544,73.9606,89.5248,2.11228,3.27312,3.15532,3.04764,400.612,151.089,181.595,74310.7,1.92272,49.4939,0.318527,0.758422,0.947208,0,7,72.6,72.3,56.8
"34_24",7,22.1044,22.9293,81.5763,5.63355,211.172,129.909,448.039,24.0465,0.0892857,102.476,0.10119,8389.44,0.10119,2.86609,0.172619,5.99877,6.65672,8.86487,9.93537,2.76604,5.05086,0.354441,5.30895,1.36203,0.405531,0.732309,412.762,0.120642,0.0931528,3.048,127.717,78.5689,59.2941,14.5433,61.9773,1409430,-20.801,43.5367,48.3118,64.3376,72.1069,1.6729,3.05476,2.57239,3.21085,457.641,136.259,246.056,69344.1,0.875573,0.676066,0.234655,0.809943,0.97393,0,7,91.1,89.9,82.7
"35_24",7,22.6793,24.0797,78.4178,-9999,246.749,137.971,514.749,32.2524,0.261905,95.6911,0.297619,7848.17,0.297619,2.37834,0.395833,5.43017,5.65097,7.8085,8.45354,4.64631,6.06375,0.322622,4.95564,1.89976,0.466825,0.815145,496.723,0.197297,0.23041,4.064,149.234,83.4447,68.1226,19.5063,57.874,1318490,-17.261,39.41,41.0125,56.671,61.3524,2.81009,3.66735,2.34146,2.99717,638.319,156.853,273.889,83449.5,1.4319,1.67223,0.337047,0.747917,0.927324,0,7,73.8,70.2,60.4
"36_24",7,17.462,20.7043,72.8163,-9999,240.775,116.29,500.228,54.0511,0.181548,69.3359,0.202381,5662.75,0.202381,0.732067,0.339286,3.45974,3.25107,4.1918,3.85012,5.00759,5.21719,0.283019,4.8076,1.76894,0.547025,1.08896,426.364,0.106858,0.0803764,0,145.62,70.3321,66.2009,32.6901,41.9344,951342,-5.31305,25.1094,23.595,30.4224,27.9426,3.02859,3.15536,2.05404,2.90763,594.365,183.8,365.89,71629.2,0.775529,0.58334,0.779554,0.561939,1.06103,0,7,81.8,79.8,66.4
"37_24",7,21.0915,21.0238,66.7484,10.4081,211.911,99.9762,442.364,44.0209,0.139881,54.1744,0.166667,4439.5,0.166667,1.09762,0.285714,1.81152,2.24418,2.90914,3.41882,3.95619,3.10207,0.155112,4.59471,1.74247,0.399955,1.22045,254.025,0.0851397,0.0688022,0,128.164,60.4656,58.543,26.6239,32.7647,745836,-7.9661,13.1473,16.2873,21.1134,24.8124,2.39271,1.87613,1.12574,2.77888,585.47,134.385,410.071,42676.2,0.61791,0.499339,0.812579,0.5517,0.982187,0,7,86,83.3,72
"38_24",7,22.0934,22.0819,68.1223,10.1819,173.515,80.6587,363.893,34.9122,0.110119,43.9068,0.157738,3595.38,0.157738,1.82505,0.223214,1.13042,1.47527,2.95547,3.26294,3.59813,3.01255,0.142359,4.97359,1.89568,0.404073,1.29628,246.07,0.0756556,0.0650815,8.89,104.942,48.7824,48.1581,21.1149,26.5548,604024,-13.2455,8.20414,10.7069,21.4496,23.6811,2.17615,1.82199,1.03318,3.00803,636.949,135.768,435.55,41339.7,0.549078,0.472335,0.795143,0.557059,0.977191,0,7,89,84.2,77.7
"39_24",7,17.8174,18.7235,64.7816,-9999,209.263,93.9779,433.649,43.714,0.22619,48.5347,0.238095,3969.58,0.238095,1.51394,0.53869,1.83188,1.21177,3.34582,2.26991,4.36012,4.4007,0.252937,4.6304,1.95826,0.475505,1.42802,359.339,0.165933,0.648799,0.762,126.562,56.8378,57.3897,26.4382,29.3538,666889,-10.9875,13.2951,8.79455,24.2826,16.4741,2.637,2.66154,1.83572,2.80046,657.977,159.77,479.813,60369,1.20428,4.70872,0.900675,0.526129,0.9816,0,7,77.4,76.2,46.4
"40_24",7,16.9066,17.4595,48.2642,12.4795,204.453,78.151,420.475,44.4461,0.169643,34.4092,0.178571,2811.8,0.178571,0.423142,0.285714,1.19053,1.27823,1.61367,1.77885,4.30626,2.60618,0.120792,4.16357,2.05674,0.44888,1.41956,212.98,0.0691868,0.0521681,0,123.653,47.2657,55.6462,26.881,20.8107,472383,-3.071,8.64039,9.2769,11.7114,12.9102,2.60442,1.57622,0.87666,2.51813,691.063,150.824,476.974,35780.7,0.50213,0.378615,1.29169,0.436359,1.00901,0,7,83.3,82.1,71.4
"41_24",7,15.8305,16.3749,52.2498,-9999,177.504,65.3111,366.607,44.7186,0.190476,24.9862,0.184524,2038.25,0.184524,0.414036,0.395833,0.909068,0.97517,1.3231,1.41667,3.99119,1.89346,0.119111,3.87907,2.56635,0.502071,1.34975,154.517,0.0590714,0.052471,0,107.355,39.5002,48.5172,27.0458,15.1116,342426,-3.00491,6.59766,7.07739,9.60256,10.2817,2.41387,1.14516,0.864458,2.34606,862.295,168.696,453.516,25958.8,0.428716,0.380813,1.78974,0.358457,1.06727,0,7,81.5,81.5,61.3
"42_24",7,12.9155,13.9121,45.2599,9.95394,171.795,56.4886,353.47,39.9178,0.119048,16.7452,0.127976,1360.8,0.127976,0.458738,0.199405,0.500604,0.595914,0.959342,1.35561,4.37121,1.7347,0.111744,4.0099,2.52604,0.563654,1.14702,140.815,0.0713087,0.0452183,0,103.902,34.1643,46.7787,24.1423,10.1275,228615,-3.32934,3.63318,4.32491,6.96252,9.83846,2.64371,1.04914,0.810993,2.42519,848.748,189.388,385.4,23656.9,0.51753,0.328176,2.38383,0.295523,1.00309,1,7,88.1,87.2,80.4
"43_24",7,12.5271,13.687,59.8343,6.99985,151.383,47.4041,315.045,25.8025,0.154762,26.7618,0.229167,2172.81,0.229167,0.968324,0.377976,0.407746,0.662164,1.37607,1.51485,4.00273,2.72317,0.143641,3.88266,2.46919,0.553987,1.1191,220.757,0.205733,7.41618,8.128,91.5563,28.67,41.6935,15.6053,16.1855,365032,-7.02771,2.95926,4.80572,9.98697,10.9941,2.42085,1.64698,1.04249,2.34823,829.647,186.14,376.019,37087.1,1.49313,53.8237,0.964153,0.509125,1.10885,0,7,84.5,77.7,64.3
"44_24",7,12.8272,-9999,77.7967,-9999,92.5524,-9999,197.887,8.1364,0.375,24.6421,0.446429,1996.36,0.446429,1.55311,0.53869,0.506299,0.915057,2.05941,2.93533,3.92918,3.83158,0.174559,2.90032,2.43161,0.482963,0.999926,310.652,0.0707591,0.0852402,56.388,55.9757,-9999,26.1886,4.9209,14.9036,335388,-11.2719,3.67452,6.64112,14.9464,21.3034,2.37637,2.31734,1.26688,1.75411,817.021,162.276,335.975,52189.5,0.513541,0.618639,0.330183,0.751776,-9999,0,7,64.6,57.1,48.2
"45_24",7,8.70852,11.1095,87.1056,-9999,72.4577,27.0047,155.311,4.39728,0.306548,26.9607,0.452381,2176.55,0.452381,1.29511,0.568452,1.28926,1.80401,2.58437,4.22557,3.49075,3.78404,0.217367,2.80299,1.78077,0.514161,0.522582,305.348,0.138812,0.15115,23.114,43.8224,16.3324,20.5541,2.65948,16.3059,365661,-9.39942,9.35693,13.0927,18.7564,30.6675,2.1112,2.28859,1.57756,1.69525,598.338,172.758,175.587,51298.4,1.00744,1.09699,0.163099,0.859772,1.16121,0,7,69.3,54.8,43.2
"46_24",7,7.59351,8.59948,74.0255,-9999,98.9122,19.2856,205.206,-4.71695,0.178571,33.3415,0.241071,2694.32,0.241071,0.463409,0.360119,1.49188,1.56007,1.95529,1.99505,3.91767,3.36931,0.148027,3.09852,1.76835,0.444656,0.485066,271.76,0.0543009,0.055518,22.352,59.8221,11.6639,27.1572,-2.85281,20.1649,452645,-3.36324,10.8274,11.3224,14.1907,14.4793,2.36941,2.03776,1.07432,1.87398,594.164,149.405,162.982,45655.7,0.394094,0.402928,-0.141474,1.16479,1.48424,2,7,82.1,75.9,64.3
"47_24",7,4.56681,6.68157,71.0537,-9999,99.6696,17.551,201.971,0.230343,0.232143,30.5821,0.252976,2460.22,0.252976,0.218514,0.327381,1.34128,1.27879,1.55979,1.56876,4.34756,3.04708,0.114794,2.9518,2.40012,0.497293,0.447551,244.969,0.0443683,0.036484,28.956,60.2802,10.6149,26.7292,0.139311,18.496,413317,-1.58589,9.73445,9.28092,11.3203,11.3855,2.6294,1.84287,0.833127,1.78525,806.44,167.091,150.377,41154.8,0.322007,0.264786,0.00753196,0.992524,1.75559,4,3,77.1,75.6,68.2
"48_24",7,-3.69516,2.517,71.419,-9999,70.8318,9.02096,146.328,16.6804,0.136905,13.6315,0.145833,1088.23,0.145833,0.43535,0.285714,0.557767,0.763007,0.993117,1.3974,3.13777,1.62783,0.100722,2.69735,2.14448,0.480431,0.339731,129.863,0.035356,0.0356169,56.642,42.839,5.45588,19.3652,10.0883,8.24432,182823,-3.1596,4.04805,5.5376,7.20765,10.1418,1.89772,0.984513,0.731003,1.63136,720.547,161.425,114.15,21816.9,0.2566,0.258493,1.22367,0.449708,3.36016,0,0,86.6,85.7,71.7
"49_24",7,-0.450853,1.25013,62.5659,2.91047,100.412,16.269,198.94,16.7764,0.104167,11.3007,0.116071,906.208,0.116071,0.543973,0.270833,0.353713,0.69632,0.897687,1.30479,3.073,1.23997,0.0797492,3.01309,2.46479,0.356608,0.499144,99.1163,0.0315954,0.0451565,0,60.7293,9.83951,26.328,10.1464,6.83466,152243,-3.94794,2.56711,5.05361,6.51505,9.46967,1.85855,0.749933,0.578788,1.82231,828.17,119.82,167.712,16651.5,0.229307,0.327728,1.48455,0.402488,1.7258,0,2,89.6,88.4,72.9
"50_24",7,-2.52311,1.16698,74.1046,-9999,69.8769,16.7581,143.918,11.7808,0.190476,9.84073,0.294643,786.668,0.294643,0.597484,0.375,0.203124,0.588066,0.800608,0.932561,3.65215,1.52043,0.089706,2.73175,2.32603,0.292176,0.47244,121.666,0.0316979,0.0409855,59.69,42.2616,10.1353,19.0463,7.12504,5.95167,132160,-4.3363,1.47419,4.26794,5.81049,6.76815,2.20882,0.919553,0.651051,1.65217,781.545,98.1711,158.74,20439.9,0.23005,0.297456,1.19715,0.455135,1.29022,0,0,81,70.5,62.5
"51_24",7,-1.72876,0.862743,69.2829,2.11914,87.0758,8.48937,174.472,7.92314,0.181548,10.7367,0.264881,862.006,0.264881,0.841905,0.333333,0.349473,0.854414,1.19138,0.972532,3.42727,1.83976,0.110755,2.66708,2.11336,0.340115,0.377329,147.686,0.0272779,0.0390556,0,52.6634,5.13437,23.0899,4.79192,6.49353,144817,-6.11021,2.53634,6.20099,8.64654,7.05825,2.07281,1.11269,0.803817,1.61305,710.089,114.279,126.783,24811.2,0.197972,0.28345,0.737953,0.57539,2.19802,0,0,82.1,73.8,66.7
"52_24",7,2.2244,1.94521,89.251,1.00623,46.9868,14.3176,100.154,5.61832,0.235119,6.85597,0.401786,550.913,0.401786,0.636287,0.449405,0.519662,0.606034,1.15595,1.41008,2.69276,1.84512,0.110342,1.83089,1.79282,0.463239,0.298643,147.9,0.0939228,3.94689,0,28.4176,8.65929,13.2545,3.39796,4.14649,92553.3,-4.61791,3.7715,4.39835,8.38941,10.2338,1.62858,1.11593,0.800816,1.10732,602.389,155.648,100.344,24847.2,0.681654,28.645,0.819479,0.549608,0.871255,0,1,76.5,59.8,55.1
"53_24",2,0.893788,-9999,86.2637,-9999,12.301,-9999,30.3077,-4.42683,0.322917,11.0485,0.479167,882.164,0.479167,1.01473,0.5,0.152629,0.14282,1.16735,1.52823,3.52617,5.35411,0.292389,0.798283,2.44133,0.688004,0.322479,427.535,0.0613863,0.0187846,-9999,2.12561,-9999,1.14599,-0.764956,1.90918,42343.9,-2.10413,0.316491,0.296151,2.42063,3.16894,0.609322,0.92519,0.606297,0.137943,234.368,66.0484,30.958,20521.7,0.127291,0.0389518,-0.400672,1.66854,-9999,0,0,67.7,52.1,50
